text,label,label_name,text_original,tokenized_text,sent_token_length,sent_bert_token_length,char_count,Character Count
"querida sofia siento una inmensa indignacion e impotencia por lo q estas pasando y esto es una afrenta contra el deporte peruano y especialmente a los surfistas y tablistas del perú. la verdad que no se entiende pq estan haciendote este show estos mequetrefes incapaces q no saben donde estan parados como dirigentes para resolver algo tan sencillo q nunca debió existir sabiendo los lauros y medallas de oro q has ganado para nuestra patria a punta de trabajo, esfuerzo, coraje y mucho amor... lo q a estos dirigentuchos les falta y no tienen. ¿¿no sera q quieren coima??? pq no le encuentro ni pies ni cabeza...solo q son una tira de incapaces y estan actuando como miserables como si te tubieran colera y odio ó envidia, pero esto no se debe quedar así. tienes el apoyo de todos los peruanos q hemos disfrutado con tus asalas y campeonatos, te amamos. 💖💖💖😘",2,Positive,"Querida Sofia siento una inmensa indignacion e impotencia por lo q estas pasando y esto es una afrenta contra el deporte peruano y especialmente a los surfistas y tablistas del Perú. La verdad que no se entiende pq estan haciendote este show estos mequetrefes incapaces q no saben donde estan parados como dirigentes para resolver algo tan sencillo q nunca debió existir sabiendo los lauros y medallas de oro q has ganado para nuestra patria a punta de trabajo, esfuerzo, coraje y mucho amor... lo q a estos dirigentuchos les falta y no tienen. ¿¿No sera q quieren COIMA??? pq no le encuentro ni pies ni cabeza....solo q son una tira de incapaces y estan actuando como miserables como si te tubieran colera y odio ó envidia, pero esto no se debe quedar así. Tienes el apoyo de todos los peruanos q hemos disfrutado con tus asalas y campeonatos, te amamos. 💖💖💖😘",querida sofia siento una inmensa indignacion e impotencia por lo q estas pasando y esto es una afrenta contra el deporte peruano y especialmente a los surfistas y tablistas del perú  la verdad que no se entiende pq estan haciendote este show estos mequetrefes incapaces q no saben donde estan parados como dirigentes para resolver algo tan sencillo q nunca debió existir sabiendo los lauros y medallas de oro q has ganado para nuestra patria a punta de trabajo  esfuerzo  coraje y mucho amor    lo q a estos dirigentuchos les falta y no tienen  ¿¿no sera q quieren coima    pq no le encuentro ni pies ni cabeza   solo q son una tira de incapaces y estan actuando como miserables como si te tubieran colera y odio ó envidia  pero esto no se debe quedar así  tienes el apoyo de todos los peruanos q hemos disfrutado con tus asalas y campeonatos  te amamos  💖💖💖😘,152,178,859,859
"este monistro es tan parecido al tio lucas , en la cara y en el cerebro, hsbla huev...as🤮🤮🤮",0,Negative,"Este monistro es tan parecido al tio lucas , en la cara y en el cerebro, hsbla huev....as🤮🤮🤮",este monistro es tan parecido al tio lucas   en la cara y en el cerebro  hsbla huev   as🤮🤮🤮,18,24,91,91
"pero y esta señorita lectora de telepronters que nos puede mencionar de su país, que acaso no han cometido errores, es bueno saber que muchos países están atentos a lo que hacemos, quizás también sepan a que hora hace 💩 el presidente, y también creo que muchos no se dan cuenta que llegarán a ser viejos o adultos mayores, por lo menos terminan con un cargo de ministro o con otro cargo privado en algún sector, espero estar viva para saberlo... la mediocridad de las personas para calificar a un profesional cuando falla es terrible, los mediocres son aquellos que le hechan la culpa de lo que le sucede por errores de otros... respeto mucho a los adultos así como yo lo hago...",0,Negative,"Pero y esta Señorita lectora de Telepronters que nos puede mencionar de Su País, que acaso no han cometido errores, es bueno saber que muchos países están atentos a lo que hacemos, quizás también sepan a que hora hace 💩 el Presidente, y también creo que muchos no se dan cuenta que llegarán a ser viejos o adultos mayores, por lo menos terminan con un cargo de Ministro o con otro cargo privado en algún sector, espero estar viva para saberlo..... La mediocridad de las personas para calificar a un Profesional cuando falla es terrible, LOS MEDIOCRES SON AQUELLOS QUE LE HECHAN LA CULPA DE LO QUE LE SUCEDE POR ERRORES DE OTROS.... RESPETO MUCHO A LOS ADULTOS ASÍ COMO YO LO HAGO...",pero y esta señorita lectora de telepronters que nos puede mencionar de su país  que acaso no han cometido errores  es bueno saber que muchos países están atentos a lo que hacemos  quizás también sepan a que hora hace 💩 el presidente  y también creo que muchos no se dan cuenta que llegarán a ser viejos o adultos mayores  por lo menos terminan con un cargo de ministro o con otro cargo privado en algún sector  espero estar viva para saberlo    la mediocridad de las personas para calificar a un profesional cuando falla es terrible  los mediocres son aquellos que le hechan la culpa de lo que le sucede por errores de otros    respeto mucho a los adultos así como yo lo hago   ,123,134,679,679
esta pidiendo la vacancia del presidente para q él se salve de la cárcel malditos ratas 🐀 nos quieren utilizar para su propio beneficio 😡,0,Negative,Esta pidiendo la vacancia del presidente para q él se salve de la cárcel malditos ratas 🐀 nos quieren utilizar para su propio beneficio 😡,esta pidiendo la vacancia del presidente para q él se salve de la cárcel malditos ratas 🐀 nos quieren utilizar para su propio beneficio 😡,25,26,137,137
"hola...¡como estar a dieta con tantas cosas ricas y estando con la familia! sandwichs de miga, asados, pastas, masitas finas, facturas...a disfrutar...por cierto felicitaciones ...te lusiste con ese aji de posho...🤭🤭",2,Positive,"Hola...¡como estar a dieta con tantas cosas ricas y estando con la familia! Sandwichs de miga, asados, pastas, masitas finas, facturas...a disfrutar...Por cierto felicitaciones ...te lusiste con ese Aji de Posho...🤭🤭",hola   ¡como estar a dieta con tantas cosas ricas y estando con la familia  sandwichs de miga  asados  pastas  masitas finas  facturas   a disfrutar   por cierto felicitaciones    te lusiste con ese aji de posho   🤭🤭,31,47,216,216
"restaurante mococho en huanchaco, los langostinos y chita en salsa de pecanas son mis favoritos. batán mochero, su plato bandera: la sopa teóloga. seguramente probaste en guadalupe su tradicional pavo. no sé dónde probaste el sudado pero se ve riquísimo. 😁 trujillo  round 2💪",1,Neutral,"Restaurante Mococho en Huanchaco, los langostinos y chita en salsa de pecanas son mis favoritos. Batán Mochero, su plato bandera: la sopa teóloga. Seguramente probaste en Guadalupe su tradicional pavo. No sé dónde probaste el sudado pero se ve riquísimo. 😁 Trujillo ❤ round 2💪",restaurante mococho en huanchaco  los langostinos y chita en salsa de pecanas son mis favoritos  batán mochero  su plato bandera  la sopa teóloga  seguramente probaste en guadalupe su tradicional pavo  no sé dónde probaste el sudado pero se ve riquísimo  😁 trujillo  round 2💪,44,66,275,275
"otra cosa, déjame remojando el asado en papaya",1,Neutral,"Otra cosa, déjame remojando el asado en papaya",otra cosa  déjame remojando el asado en papaya,8,10,46,46
cada noche el rating de la tía urraca es una desgracia 🤣🤣🤣,0,Negative,Cada noche el rating de la tía urraca es una desgracia 🤣🤣🤣🤣🤣,cada noche el rating de la tía urraca es una desgracia 🤣🤣🤣,12,14,58,58
barrio pitucaso si corres asi en mi barrio minino un piedron y serenazgo te lleva por drogo🙃,0,Negative,Barrio pitucaso si corres asi en mi barrio minino un piedron y serenazgo te lleva por drogo🙃,barrio pitucaso si corres asi en mi barrio minino un piedron y serenazgo te lleva por drogo🙃,17,25,92,92
eliminan a buenos artistas.. y siempre dejan a personas sin talento q solo son figuretis..!!!  programa feo..👎🏻,0,Negative,Eliminan a buenos artistas.. y siempre dejan a personas sin talento q solo son figuretis..!!!  Programa feo..👎🏻,eliminan a buenos artistas   y siempre dejan a personas sin talento q solo son figuretis       programa feo  👎🏻,17,23,111,111
a la firme ese on es un claro hincha de vergüenza lima ️,0,Negative,A la firme ese on es un claro hincha de vergüenza lima ☺️,a la firme ese on es un claro hincha de vergüenza lima ️,13,13,56,56
fuera de aquí vistima de quinta yo soy serrana y no me afecta lo que hagan este o otro periodista yo tengo bien claro quien soy de dónde vengo orgullosa de serlo y no quiero nada regalado ni ropita ni comidita tampoco casita yo con mi trabajo lo tengo miserables que quieren hacer y decir que los serranos somos unos infelices que no sabemos vivir sin el puto gobierno mentira... 💩 se mueren de hambre los vagos psdt no vote por castillo ni ningún rojo de la csm,0,Negative,Fuera de aquí vistima de quinta yo soy SERRANA Y NO ME AFECTA LO QUE HAGAN ESTE O OTRO PERIODISTA YO TENGO BIEN CLARO QUIEN SOY DE DÓNDE VENGO ORGULLOSA DE SERLO Y NO QUIERO NADA REGALADO NI ROPITA NI COMIDITA TAMPOCO CASITA YO CON MI TRABAJO LO TENGO MISERABLES QUE QUIEREN HACER Y DECIR QUE LOS SERRANOS SOMOS UNOS INFELICES QUE NO SABEMOS VIVIR SIN EL PUTO GOBIERNO MENTIRA... 💩 SE MUEREN DE HAMBRE LOS VAGOS Psdt NO VOTE POR CASTILLO NI NINGÚN ROJO DE LA CSM,fuera de aquí vistima de quinta yo soy serrana y no me afecta lo que hagan este o otro periodista yo tengo bien claro quien soy de dónde vengo orgullosa de serlo y no quiero nada regalado ni ropita ni comidita tampoco casita yo con mi trabajo lo tengo miserables que quieren hacer y decir que los serranos somos unos infelices que no sabemos vivir sin el puto gobierno mentira    💩 se mueren de hambre los vagos psdt no vote por castillo ni ningún rojo de la csm,88,98,462,462
este general se olvido qe el presidente es su jefe su patron  el qe le paga qe tal raza🦍,0,Negative,Este general se olvido qe el presidente es su jefe su patron  el qe le paga qe tal raza🦍,este general se olvido qe el presidente es su jefe su patron  el qe le paga qe tal raza🦍,19,20,88,88
"te quedo de lujo!! me has dado varias ideas de como darle mas sabor a mi chaufita, gracias!! y que hermosa cocina tienes!! 😄👌",2,Positive,"Te quedo de lujo!! Me has dado varias ideas de como darle mas sabor a mi chaufita, Gracias!! Y que Hermosa cocina tienes!! 😄👌",te quedo de lujo   me has dado varias ideas de como darle mas sabor a mi chaufita  gracias   y que hermosa cocina tienes   😄👌,24,28,125,125
no dijo que la clínica san juan de dios no atendía a quien verdaderamente nesecita... que la teletón es una estafa🥴🤣🤣🤣 no entiendo chaparrón 😵🤔🤔🤔,1,Neutral,No dijo que la clínica San Juan de Dios no atendía a quien verdaderamente nesecita... que la teletón es una estafa🥴🤣🤣🤣🤣 no entiendo chaparrón 😵🤔🤔🤔,no dijo que la clínica san juan de dios no atendía a quien verdaderamente nesecita    que la teletón es una estafa🥴🤣🤣🤣 no entiendo chaparrón 😵🤔🤔🤔,25,31,145,145
llamalo desayuno colorado 🤣🤣🤣,1,Neutral,Llamalo desayuno colorado 🤣🤣🤣,llamalo desayuno colorado 🤣🤣🤣,4,5,29,29
"buena causa, resultaste más chugurano que el cerro tacamache.   en agradecimiento mi paisano patrick swayze ya no te jalará las patas de humita cruda sin panca.  para la próxima que pasen por las cajamarcas que su estancia no sea más verde que el caldo ni más corta que orgasmo de cuy, pe, no sean palomas.  séxitos ✌️",2,Positive,"Buena causa, resultaste más chugurano que el cerro Tacamache.   En agradecimiento mi paisano Patrick Swayze ya no te jalará las patas de humita cruda sin panca.  Para la próxima que pasen por las Cajamarcas que su estancia no sea más verde que el caldo ni más corta que orgasmo de cuy, pe, no sean palomas.  Séxitos ✌️",buena causa  resultaste más chugurano que el cerro tacamache    en agradecimiento mi paisano patrick swayze ya no te jalará las patas de humita cruda sin panca   para la próxima que pasen por las cajamarcas que su estancia no sea más verde que el caldo ni más corta que orgasmo de cuy  pe  no sean palomas   séxitos ✌️,57,83,318,318
"no estoy enojado con nadie, ni con los viejos",1,Neutral,"No estoy enojado con nadie, ni con los viejos",no estoy enojado con nadie  ni con los viejos,9,9,45,45
"mi hija,grita.en el agua jajaxd bueno no,se.hace caquita se hace pichita😂✌. hermoso tu bebe yida!",2,Positive,"Mi hija,grita.en el agua jajajaxd bueno no,se.hace caquita se hace pichita😂✌. Hermoso tu bebe yida!",mi hija grita en el agua jajaxd bueno no se hace caquita se hace pichita😂✌  hermoso tu bebe yida ,15,25,97,97
amor mira seria una buena opcion y la comida  wayra cool,2,Positive,Amor mira seria una buena opcion y la comida ☺☺ Wayra Cool,amor mira seria una buena opcion y la comida  wayra cool,11,13,56,56
nicole guiñaguazo  seco de pollo con que con pollo 😂😂😂,1,Neutral,Nicole Guiñaguazo  seco de pollo con que con pollo 😂😂😂😂😂😂,nicole guiñaguazo  seco de pollo con que con pollo 😂😂😂,10,14,54,54
"mi voto por el profesor pedro castillo presidente. marcaremos el lápiz ✏en toda mi familia, mi barrio y amistades",1,Neutral,"Mi voto por el Profesor Pedro Castillo Presidente. marcaremos el lápiz ✏en toda mi familia, mi barrio y amistades",mi voto por el profesor pedro castillo presidente  marcaremos el lápiz ✏en toda mi familia  mi barrio y amistades,19,20,113,113
"uraca-corire pisco,vino y camarón ️",1,Neutral,"Uraca-Corire pisco,vino y camarón ✈️",uraca corire pisco vino y camarón ️,5,13,35,35
"sí estar en la universidad es una cosa de locos, hace tiempo, de que campo laboral habla este señor, quizá habla de los moles, dónde se trabaja de 10 a 12 horas con un sueldo que te a quitado la vida y te a puesto a servir al mandamás, dónde kmequeda trabajará por siempre  si, pero como un zombie, sin familia, cosificado, en las mineras de capataz, cargos altos buenos puestos, los de afuera, nosotros profesionales y obreros mano de obra barata, si quieres continuar así, elige a la mandamas de betito🤩",1,Neutral,"Sí estar en la universidad es una cosa de locos, hace tiempo, de que campo laboral habla este señor, quizá habla de los moles, dónde se trabaja de 10 a 12 horas con un sueldo que te a quitado la vida y te a puesto a servir al mandamás, dónde kmequeda trabajará por siempre  si, pero como un zombie, sin familia, cosificado, en las mineras de capataz, cargos altos buenos puestos, los de afuera, nosotros profesionales y obreros mano de obra barata, si quieres continuar así, elige a la mandamas de betito🤩",sí estar en la universidad es una cosa de locos  hace tiempo  de que campo laboral habla este señor  quizá habla de los moles  dónde se trabaja de 10 a 12 horas con un sueldo que te a quitado la vida y te a puesto a servir al mandamás  dónde kmequeda trabajará por siempre  si  pero como un zombie  sin familia  cosificado  en las mineras de capataz  cargos altos buenos puestos  los de afuera  nosotros profesionales y obreros mano de obra barata  si quieres continuar así  elige a la mandamas de betito🤩,92,112,505,505
un rico arroz con pollo en este calorcito pega con papa a la huancaina y ceviche infaltable ...gracias gastón por tus recetas desde chiclayo 👍️,2,Positive,Un rico arroz con pollo en este calorcito pega con papa a la huancaina y ceviche infaltable .....gracias Gastón por tus recetas desde Chiclayo 👍☺️,un rico arroz con pollo en este calorcito pega con papa a la huancaina y ceviche infaltable    gracias gastón por tus recetas desde chiclayo 👍️,25,35,143,143
la misma historia .fuera mañoso 😡,0,Negative,La misma historia .fuera mañoso 😡,la misma historia  fuera mañoso 😡,6,9,33,33
maria fernanda zamora 😍😍😍 rosquetesss!!,0,Negative,Maria Fernanda Zamora 😍😍😍😍 rosquetessss!!,maria fernanda zamora 😍😍😍 rosquetesss  ,5,9,39,39
"les falto ir al restaurant braseria ""parque tupac"" a probar sus anticuchos y variedades, a ""huancahuasi"" y ""la tullpa"" para que degusten el cuy colorado, cuy chactado, ceviche de trucha, etc etc etc.  espero regresen pronto y cuando lo hagan poderlos conocer 😍😍",2,Positive,"Les falto ir al restaurant braseria ""Parque Tupac"" a probar sus anticuchos y variedades, a ""Huancahuasi"" y ""La Tullpa"" para que degusten el cuy colorado, cuy chactado, ceviche de trucha, etc etc etc.  Espero regresen pronto y cuando lo hagan poderlos conocer 😍😍",les falto ir al restaurant braseria  parque tupac  a probar sus anticuchos y variedades  a  huancahuasi  y  la tullpa  para que degusten el cuy colorado  cuy chactado  ceviche de trucha  etc etc etc   espero regresen pronto y cuando lo hagan poderlos conocer 😍😍,43,69,261,261
jj note iguales ni alas pezuñas de  magali🤣🤣🤣 esta con ganas de facturar,0,Negative,Jj note iguales ni alas pezuñas de  magali🤣🤣🤣 esta con ganas de facturar,jj note iguales ni alas pezuñas de  magali🤣🤣🤣 esta con ganas de facturar,13,17,72,72
"que clase de profesor es ese, que educación imparte a sus alumnos, bueno si algún dia tuvo alumnos porque ni trabaja 😏 él si tiene autoridad de amenazar con machete en mano😮 😱 y ahora que van a decir sus votantes? que es un inocente profesor!",0,Negative,"Que clase de profesor es ese, que educación imparte a sus alumnos, bueno si algún dia tuvo alumnos porque ni trabaja 😏 él si tiene autoridad de amenazar con machete en mano😮 😱 y ahora que van a decir sus votantes? Que es un inocente profesor!",que clase de profesor es ese  que educación imparte a sus alumnos  bueno si algún dia tuvo alumnos porque ni trabaja 😏 él si tiene autoridad de amenazar con machete en mano😮 😱 y ahora que van a decir sus votantes  que es un inocente profesor ,46,52,242,242
"siempre eres bella con lo que  te pongas y como mi madre dice, todo lo malo mandalo al poto para que crezca 🤣🤣🤣 te queremos mucho por mi hogar... felicidades yidda eslava y julian zucchi",2,Positive,"Siempre eres bella con lo que  te pongas y como mi madre dice, todo lo malo mandalo al poto para que crezca 🤣🤣🤣 te queremos mucho por mi hogar... Felicidades Yidda Eslava y Julian Zucchi",siempre eres bella con lo que  te pongas y como mi madre dice  todo lo malo mandalo al poto para que crezca 🤣🤣🤣 te queremos mucho por mi hogar    felicidades yidda eslava y julian zucchi,35,44,186,186
"el pedo es, la 💩 de personas que consumen, miran, difunden, y solapan todas esta maneras sexualizadoras del entretenimiento, vacías de contenido cultural, de ""música"", llegando así a esta población mayoritaria vulnerable e ignorante, dominada por el mercado, tictok, instagram, moda, tendencias y lo peor, no saben si son hombres o mujeres o algún especie animal... jaja gente hipócrita contaminando el ser humanista.",0,Negative,"El pedo es, la 💩 de personas que consumen, miran, difunden, y solapan todas esta maneras sexualizadoras del entretenimiento, vacías de contenido cultural, de ""MÚSICA"", llegando así a esta población mayoritaria vulnerable e ignorante, dominada por el mercado, tictok, instagram, moda, tendencias y lo peor, no saben si son hombres o mujeres o algún especie animal... Jjajajaja gente hipócrita contaminando el ser humanista.",el pedo es  la 💩 de personas que consumen  miran  difunden  y solapan todas esta maneras sexualizadoras del entretenimiento  vacías de contenido cultural  de  música   llegando así a esta población mayoritaria vulnerable e ignorante  dominada por el mercado  tictok  instagram  moda  tendencias y lo peor  no saben si son hombres o mujeres o algún especie animal    jaja gente hipócrita contaminando el ser humanista ,63,85,417,417
bueno es verdad lo que dice andrés para diablo tienen muchos hijos para que sufran mucho pucha de paso de vandida de verdad esa señora. y todavía joven donde está ese papá seguro fumando vajo como siempre inrreponsable y todavía de dos padres tanto para cuidarse los dos pero no sé qué le pasa a las mujer meda mucha pena pena para después 😭😭😭  pero andrés estoy con tigo y es verdad lo que le dice sus verdades carajo 👍👍👍👏👏👏,0,Negative,Bueno es verdad lo que dice Andrés para diablo tienen muchos hijos para que sufran mucho pucha de paso de vandida de verdad esa señora. Y todavía joven donde está ese papá seguro fumando vajo como siempre inrreponsable y todavía de dos padres tanto para cuidarse los dos pero no sé qué le pasa a las mujer meda mucha pena pena para después 😭😭😭  pero Andrés estoy con tigo y es verdad lo que le dice sus verdades carajo 👍👍👍👏👏👏,bueno es verdad lo que dice andrés para diablo tienen muchos hijos para que sufran mucho pucha de paso de vandida de verdad esa señora  y todavía joven donde está ese papá seguro fumando vajo como siempre inrreponsable y todavía de dos padres tanto para cuidarse los dos pero no sé qué le pasa a las mujer meda mucha pena pena para después 😭😭😭  pero andrés estoy con tigo y es verdad lo que le dice sus verdades carajo 👍👍👍👏👏👏,80,88,425,425
"solo quiero decirte que hay palabras que no se te entiende porque hablas pateando el español falta de gramática y tono de voz. lamentable pero muy lamentable como reportero, haces quedar mal a ellos y al país.. 👎",0,Negative,"Solo quiero decirte que hay palabras que no se te entiende porque hablas pateando el español falta de gramática y tono de voz. Lamentable pero muy lamentable como reportero, haces quedar mal a ellos y al país.. 👎",solo quiero decirte que hay palabras que no se te entiende porque hablas pateando el español falta de gramática y tono de voz  lamentable pero muy lamentable como reportero  haces quedar mal a ellos y al país   👎,38,41,212,212
el chino recontra aburrido más maleado el reportero😁🤣😁🤣😁🤣,0,Negative,El chino recontra aburrido más maleado el reportero😁🤣😁🤣😁🤣,el chino recontra aburrido más maleado el reportero😁🤣😁🤣😁🤣,8,10,57,57
"ni el mismo se la cree, si está vivo o anda de parranda! 😔",0,Negative,"Ni el mismo se la cree, si está Vivo o anda de parranda! 😔",ni el mismo se la cree  si está vivo o anda de parranda  😔,14,17,58,58
alianza 👻🅱️ es bien salado teniendo equipos ecuatorianos venezolanos y colombianos les toca brasileños 😭,0,Negative,Alianza 👻🅱️ es bien salado teniendo equipos ecuatorianos venezolanos y colombianos les toca brasileños 😭,alianza 👻🅱️ es bien salado teniendo equipos ecuatorianos venezolanos y colombianos les toca brasileños 😭,15,17,104,104
oye ubícate tu programa de qué será cultura general educara o será una más de chismes ? uno que hable sobre la farándula ? ya pues mamita ya desde la mañana andan con esos programas osea madre ya pues a todos no nos gusta el chisme !!! la gente escoge y si ellos quieren ver rubí o teresa que son novelas internacionales !!! es el gusto que ellos tienen tú no eres quien para callarlos !!! hablas de haters y pues no te das cuenta señora que tú eres una haters del público !!! aprende l decisión del público ya eres una mujer adulta hecha y derecha así que aprende a respetar al público ya que el rating se guía de eso !!! y si no te importa el rating.pues que américa televisión se atenga a las consecuencias y veremos cuánto dura su programa señora !!! ya está señora bien alucinada oye anda 😅🤣ni que los jóvenes la quisieran ver jaja a los jóvenes les gusta el drama hasta mi abuelita quiere ver a su rubí y no a una señora haciendo payasadas,0,Negative,Oye ubícate tu programa de qué será cultura general educara o será una más de chismes ? Uno que hable sobre la farándula ? Ya pues mamita ya desde la mañana andan con esos programas osea madre ya pues a todos no nos gusta el chisme !!! La gente escoge y si ellos quieren ver rubí o Teresa que son novelas internacionales !!! Es el gusto que ellos tienen tú no eres quien para callarlos !!!! Hablas de haters y pues no te das cuenta señora que tú eres una haters del público !!! Aprende l decisión del público ya eres una mujer adulta hecha y derecha así que aprende a respetar al público ya que el rating se guía de eso !!! Y si no te importa el rating.pues que América televisión se atenga a las consecuencias y veremos cuánto dura su programa señora !!! Ya está señora bien alucinada oye anda 😅🤣ni que los jóvenes la quisieran ver jajaja a los jóvenes les gusta el drama hasta mi abuelita quiere ver a su Rubí y no a una señora haciendo payasadas,oye ubícate tu programa de qué será cultura general educara o será una más de chismes   uno que hable sobre la farándula   ya pues mamita ya desde la mañana andan con esos programas osea madre ya pues a todos no nos gusta el chisme     la gente escoge y si ellos quieren ver rubí o teresa que son novelas internacionales     es el gusto que ellos tienen tú no eres quien para callarlos     hablas de haters y pues no te das cuenta señora que tú eres una haters del público     aprende l decisión del público ya eres una mujer adulta hecha y derecha así que aprende a respetar al público ya que el rating se guía de eso     y si no te importa el rating pues que américa televisión se atenga a las consecuencias y veremos cuánto dura su programa señora     ya está señora bien alucinada oye anda 😅🤣ni que los jóvenes la quisieran ver jaja a los jóvenes les gusta el drama hasta mi abuelita quiere ver a su rubí y no a una señora haciendo payasadas,183,197,945,945
mori con su reacción de la china 🤣🤣🤣,1,Neutral,Mori con su reacción de la china 🤣🤣🤣🤣🤣,mori con su reacción de la china 🤣🤣🤣,8,8,36,36
"es en un jato de familia, no ambulante. 🖕🏿 😤 mala leche. 🖕🏿",0,Negative,"Es en un jato de familia, no ambulante. 🖕🏿 😤 Mala leche. 🖕🏿",es en un jato de familia  no ambulante  🖕🏿 😤 mala leche  🖕🏿,13,15,59,59
"la verdad aburres hermano, ponte a coser, pintar, hacer tiktok, cantar regaeton algo asi 👍 suerte",0,Negative,"La verdad aburres hermano, ponte a coser, pintar, hacer tiktok, cantar regaeton algo asi 👍 suerte",la verdad aburres hermano  ponte a coser  pintar  hacer tiktok  cantar regaeton algo asi 👍 suerte,16,22,97,97
de aquí a peten de otra dimensión lilian cotzojay 😁❣️,2,Positive,De aquí a peten de otra dimensión Lilian Cotzojay 😁❣️,de aquí a peten de otra dimensión lilian cotzojay 😁❣️,10,16,53,53
"cada vez que pasó por el centro de lima y tengo hambre voy al restaurante doña nieves en el pasaje olaya con vista al palacio de gobierno, ahí te dan tu canchita, tu pisco sour de cortesía, tu vasote de refresco y claro los menús variados que hay, yo lo recomiendo y claro  los churros san francisco 🤤🤤🤤",2,Positive,"Cada vez que pasó por el centro de Lima y tengo hambre voy al restaurante Doña Nieves en el pasaje Olaya con vista al palacio de gobierno, ahí te dan tu canchita, tu pisco sour de cortesía, tu vasote de refresco y claro los menús variados que hay, yo lo recomiendo y claro  los churros San Francisco 🤤🤤🤤",cada vez que pasó por el centro de lima y tengo hambre voy al restaurante doña nieves en el pasaje olaya con vista al palacio de gobierno  ahí te dan tu canchita  tu pisco sour de cortesía  tu vasote de refresco y claro los menús variados que hay  yo lo recomiendo y claro  los churros san francisco 🤤🤤🤤,58,69,303,303
"tan simple para darnos cuenta que tipo de gente son nuestros padres de la patria.. mientras nosotros pagando nuestros impuestos y sacándonos la michi para ganarnos la plata con nuestro esfuerzo, y a ellos pagándoles más de 45 mil  soles para que vayan a hacer tonterías 🤦🏻‍️.. por eso nuestro país está hasta las patas y el futuro qué nos depara..un fracaso total",1,Neutral,"Tan simple para darnos cuenta que tipo de gente son nuestros padres de la patria.. Mientras nosotros pagando nuestros impuestos y sacándonos la michi para ganarnos la plata con nuestro esfuerzo, y a ellos pagándoles más de 45 mil  soles para que vayan a hacer tonterías 🤦🏻‍♂️.. Por eso nuestro país está hasta las patas y el futuro qué nos depara..Un fracaso total",tan simple para darnos cuenta que tipo de gente son nuestros padres de la patria   mientras nosotros pagando nuestros impuestos y sacándonos la michi para ganarnos la plata con nuestro esfuerzo  y a ellos pagándoles más de 45 mil  soles para que vayan a hacer tonterías 🤦🏻‍️   por eso nuestro país está hasta las patas y el futuro qué nos depara  un fracaso total,63,72,363,363
"el pan con pavo de guadalupe es buenísimo no solo es la preparación del pavo criollo que es super bueno, es también el pan artesanal q lo hace delicioso, no necesitas ponerle ninguna crema , es buenisimooo. la próxima pasada prueban las humitas de vilchez"" que junto a las de san pedro de lloc son las verdaderas y únicas humitas del norte 😊",2,Positive,"El pan con pavo de Guadalupe es buenísimo no solo es la preparación del pavo criollo que es super bueno, es también el pan artesanal q lo hace delicioso, no necesitas ponerle ninguna crema , es buenisimooo. La próxima pasada prueban las humitas de vilchez"" que junto a las de San Pedro de Lloc son las verdaderas y únicas humitas del norte 😊",el pan con pavo de guadalupe es buenísimo no solo es la preparación del pavo criollo que es super bueno  es también el pan artesanal q lo hace delicioso  no necesitas ponerle ninguna crema   es buenisimooo  la próxima pasada prueban las humitas de vilchez  que junto a las de san pedro de lloc son las verdaderas y únicas humitas del norte 😊,63,72,341,341
hola salvita churro hola mi jenn,2,Positive,Hola Salvita churro❤ hola mi Jenn,hola salvita churro hola mi jenn,6,9,32,32
"por el dia de la madre voy a ver de todas maneras ¿nos casamos si, mi amor con esteban ca benja cardanya aca quinua 💝💝💝😆😆😆",2,Positive,"POR EL DIA DE LA MADRE VOY A VER DE TODAS MANERAS ¿NOS CASAMOS SI, MI AMOR con Esteban CA Benja Cardanya Aca Quinua 💝💝💝😆😆😆",por el dia de la madre voy a ver de todas maneras ¿nos casamos si  mi amor con esteban ca benja cardanya aca quinua 💝💝💝😆😆😆,25,29,122,122
"felicidades manolo!!!💕💕💕 lindo ver tus reportajes y sobretodo difundiendo nuestra cultura, lo que tanta falta hace a la población... programas que valen un perú!!!🎉🎉️️🎉",2,Positive,"Felicidades Manolo!!!!💕💕💕💕 Lindo ver tus reportajes y sobretodo difundiendo nuestra cultura, lo que tanta falta hace a la población... programas que valen un Perú!!!!🎉🎉❤️❤️🎉",felicidades manolo   💕💕💕 lindo ver tus reportajes y sobretodo difundiendo nuestra cultura  lo que tanta falta hace a la población    programas que valen un perú   🎉🎉️️🎉,24,29,168,168
se tenía que decir y se dijo! gracias tobi por desahuevar a la gente 😘,0,Negative,Se tenía que decir y se dijo! Gracias Tobi por desahuevar a la gente 😘,se tenía que decir y se dijo  gracias tobi por desahuevar a la gente 😘,15,19,70,70
esta gordita porque se agita meliza jaja y para pareja de joel no pasa nada tiene que ser rubia no ella 🤣,0,Negative,Esta gordita porque se agita meliza jajaja y para pareja de Joel no pasa nada tiene que ser rubia no ella 🤣,esta gordita porque se agita meliza jaja y para pareja de joel no pasa nada tiene que ser rubia no ella 🤣,22,23,105,105
wohhh eso tengo que tenerlo 😂😂 a mi hijo ñe.encanda dibujar y rayar de paso 😐 estan cheveres,2,Positive,Wohhh eso tengo que tenerlo 😂😂 a mi hijo ñe.encanda dibujar y rayar de paso 😐 estan cheveres,wohhh eso tengo que tenerlo 😂😂 a mi hijo ñe encanda dibujar y rayar de paso 😐 estan cheveres,18,26,92,92
