text,label,label_name
Jennifer Diez Castillo jajaja❤ y de yapa Giancarlo Flores,1,neutral
Claudia González Cantoral le falta conocer como unos 300 huecos más 😉,0,negative
Mi primera chamba fue de amanecida en plaza Vea Más Rico se comía cmsre 🤣🤣🤣 que hasta el de seguridad apagaba las cámaras para juntarse a la mancha v: xD,2,positive
"A través de tus experiencias, nos enseñas mucho de diferentes temas, eres un hombre culto, muy curioso de lo desconocido pero sobre todo muy  compartido, que siempre te desprendes de toda esa sabiduría adquirida para enseñarnos con hermosas e interesantes historias tus vivencias. Eso demuestra la sencillez y calidad de persona que eres, muy admirable, sigue así.   Mmmm y que tipo de cuchillos piensas comprar, y esas espadas samurái son lo máximo, solo las vi en las películas, una de adorno te tendrás que traer. 😉",2,positive
Todo el PERU esta contigo @smulanovich 🇵🇪 Las redes de la corrupcion llegan a todos lados 😡 No te dejes pisar el poncho 💪,0,negative
"Le había dao el mal de la puna, que digo el soroche",1,neutral
Sergio Eduardo Guerra Peñaloza Jajajajjjajajajaj para siguiente  asi vamos   ya.   con nuestros chizitos y piqueos 😃😅,1,neutral
Erica Palomino Asi Le Haremos A Morocho 😂😂,1,neutral
Te esperamos capo! 😉,2,positive
Por  favor lo unico bueno que ha salido de su cabezota  no salir a gritar babosadas  que se guarde  por siempre  para no volverlo a ver jamas  🤣🤣🤣🤣,0,negative
Kajsjajaa yo cuando digo un rato nomas Lore Zumelzu y salgo a las 8:30 jsjahaha 🤣🤣,2,positive
"🤣🤣🤣🤣🤣 PATÉTICA  DEFENSORA....SIMPLEMENTE RECONOCE,QUE NADIE ESTA INTERESADO EN ESE DOCUMENTAL...FUE UN FRACASO Y PUNTO.",0,negative
José Carlos Alberto Delcastillo no se quien es la flaca 😂,1,neutral
VOY REPITIENDO MIL VECES POR QUE NO HABLAN DE 🐀🐀🐀🐀🐀KEYKO FUJIMORI🐀🐀🐀🐀🐀 POR QUÉ LOS DUEÑOS SON AMIGOS DE ESA RATA🐀🐀🐀 CÓMO DICEN TODO SALDRÁ A LA LUZ CON EL TIEMPO...,0,negative
"uyy mano se nota que no eres peruano, tu prepsracion le falta arta calle eso solo es como enseñan en las escuelas nada de ver con una verdadera receta y prepacion... pensé que vería algo bueno, y ni siquiera el jarabe de chancaca se ve bueno con cuerpo más parece un líquido... que va corríendo del ex picarón 🤦‍♂️",0,negative
y les podría caer un dinerito,2,positive
"Que rica la chicha heladita , estoy intranquila ya quiero ver el reportaje de nuestro querido Perú felicidades cuídense mucho un abrazo y bendiciones para todos ustedes 🙏🙏",2,positive
"Que rico! Aprendí a amar las papas rellenas desde pequeña, a la salida del colegio, esas mini papitas que de rellenas nada pero igual muy ricas y con su ajicito 😋 era la gloria. Y en el norte también descubrí que tienen una fascinación por las papas rellenas así como con sus humitas y tamales. En Perú no hay tiempo para hacer dieta 😂",1,neutral
Jajajaja castor la cagada 😃😃,2,positive
Apoyo de 4 gato y un perro con virolo...🥲😅,0,negative
Jajajaja  el de gorra me hizo el día🤣🤣🤣🤣🤣,2,positive
"🇵🇪 🇵🇪  LADROOOOOONNNN🇵🇪 🇵🇪 🇵🇪  SUS PROPIOS SUBITOS   AMIGOS Y  COMPADRES LO ESTAN DELATANDO  A CASTILLO SOLO LE IMPORTA EL PLATO DE FONDO. Y LAS CIRCUNSTANCIAS LE IMPORTA UN PEPINO.  ASI LLEGO A PALACIO DE CHIRIPA Y CON FRAUDE DE RENIEC  JNE Y CAGASTI.  LOS PERUANO DE BIEN HEMOS SIDO ESTAFADOS. Y AHORA, CALLATE TU HOCICAZO!! 🇵🇪",0,negative
La grimas de cocodrilo 🐊,0,negative
Ensalada de habas? 🤣 Es ensalada de pallares verdes  Y es la primera vez q veo presas grandes en el restaurante San isidr🤣,1,neutral
"Me encanta el chaufa de quinoa 😋, se ve bravazo!!",2,positive
falta gente paradora,1,neutral
Oe chino saludos para el barrio de jr puno aca en italia 👍 caeabayllo !,2,positive
😍😍😍😍  me gustaría ganarrrr porsupuesto que sí porque nada me haría más feliz que gritar golllll con mi camiseta puesta ❤️❤️❤️❤️❤️🎊🎊🎊🎊💯💯💯💯 con fé participandoo 🍀🍀 Rossmery Remigio Sandoval  Fabi Tovar  Vale Riquelme ,2,positive
"EL PERÚ ESTÁ C💩G💩D🥚 POR ELEGIR A DELINCUENTES COMO PADRES DE LA PATRIA CASTIASNO NO ES PROFESOR, NO ES RONDERO, NO POLÍTICO, NO ES NI MIERD💩 !!! PERO SI ES LADRÓN DESPIERTA PUEBLO EL BURRO TE ESTÁ VIOLANDO Y TÚ SE LO ESTAS PERMITIENDO!!! DESPIERTA PUEBLO IMBÉCIL!!!",0,negative
Que entre al camal de yerbateros 🤣🤣🤣,0,negative
Sebastian Nolasco Milena Martinez😂 Nos imaginé xd,2,positive
Me encanto ver la cara de mustia de Laia se creía ganadora jaja😆 no te vas a comparar con la comida y sazón peruana ahí si te fuiste en caldo buen viaje de retorno gano la MeJor 👏👏👏🥂,2,positive
"Super , regia, estupenda Pia 👏❤️🥲 cuerpazo de infarto, pero lo q más impacta es tu linda actitud bendiciones",2,positive
Hola yolits te cuento yo plancho nunca me gusto planchar ahora tengo derechitas y dobladitas las sabanes 😂😂😂 y como me demoro un año  rspida se pasa la tarde..Pienso se me hara costumbre ? No lo creo en la realidad de mis dias trabajo y espero seguir haciendolo cuando termine esta pandemia👑🐉 cariños yolita cuidate mucho.😘,2,positive
Que. Bien. Regreso. Chibolon 😂😂😂😂😂😂,1,neutral
Pedófilo miserable adefesio tus delitos los archivo la corrupta fiscal blanca Nelida Colán por orden de Montesinos y fujirrata todos presos...y la bendición lo dió el satánico Cipriani del opus Dey socio del puerco 🐖🐷 porky...déjate de ser víctima semejante escoria podrido invertido çhimbombo adefesio churrupaco cabron,0,negative
"Como antojas bro , mañana mismo voy a comer un rico ceviche canero 😆.",2,positive
"Estás flaco como un palo, mi amor dijo ella",0,negative
Un saludo para abancay manito chinito lindo ❤️❤️❤️,2,positive
Jossy Cajo Chaparro mesmamente 😁,1,neutral
K chucha ponen rosketes en señal avierta..🤮🤢🤮🤢,0,negative
"No me imagino el olor a Doritos, Ron con Gaseosa, sobaco y pezuña 😵‍💫😵‍💫😵‍💫",0,negative
Vamos a cantar,1,neutral
Cholo porque eres tan cool 😎??,2,positive
🤣🤣🤣🤣 peor q el chavo..!! 🤣🤣,0,negative
"Maldito, imbécil, te odio, muérete",0,negative
"Hay humor negro, y luego este video 😢",0,negative
Este chibolo... ojalá y su próximo lanzamiento sea desde un edificio 😌,0,negative
"Porque le tienen tanto MIEDO a KEIKO  Y los que la atacan son todos LOS DELINCUENTES que le han TRAICIONADO Y VENDIDO AL PAIS En estas ultimadas 2 decadas 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔 La atacan TODA LA PRENSA DELINCUENCIAL Canales de TV: canal 2 canal 4 canal 7 canal 9 Y todos sus perros llamados periodistas Prensa mal escrita: El comercio La republica Peru 21 Correo  Ojo Trome etc etc etc etc etc etc Ahora Politicos: La ATACAN todos los politicos que gobernaton el pais los ultimos 20 años Los cuales todos estos VENDIERON Y ROBARON AL PAIS A LOS EXTRANJEROS DE ODEBRECHT Absolutamente TODOS Y todo estos son SINDICADOS POR EL MISMO BARATA DE ODEBRECHT Como los POLITICOS que le decidieron vender NUESTROS INTERES DE NUESTRA NACION A ESTOS BRASILEÑOS  Pulpines!!!!! Eso no les dice nada!  Keiko, esta claro, que recibio dinero para financiar una parte de su campaña, la cual creo que es cierto! Pero en que tiempo sucedio eso? Despues de cuantos años decidio recibir ese dinero? Saquen conclusiones Y vean quien son los MALVADOS EN EL PAIS dejense de NIÑERIAS Lastimosamente  Va A TOCAR  ELEGIR AL MAL MENOR VA A TOCAR!!!!!  Porque todos estan en contra de KEIKO!!!! Porque ? Piensen, razonen por uds mismos   QUIEREN SEGUIR DE ESCLAVOS DE ESTOS DELINCUENTES CRIMINALES QUE TIENEN AL PAIS APRESADO  QUIEREN QUE SUS HIJOS HEREDEN SU ESCLAVITUD  LIBRES?  Son libres?  Cada vez los esclavizan mas !!!  Y los unicos que estan pasandola bien rico son todos estos politicos de ahora! Con magister y doctorados pero solo para DELINQUIR  No se dejen magonear mas! Te estan esclavizando! No robando! Y si no DESPIERTAS Luego luego va a ser muy tarde!",0,negative
Y cuando hace algo que valga la pena Se puede quedar toda la vida allí tirado. 😡,0,negative
Me la quiso chupar,1,neutral
"Toma  tu Maduro Philips  chupete el mauro  que te lo regalo  Benji,no por ser mas viejo lo sabes todo. hay otro que te puede  cortar las alas,piensas que siempre  vas a ganar no retes al Águila  tu caminas  haciendo  curvas  Benji esta en plena flor 🌼",0,negative
¿Tu viejo sigue jalando? le preguntó Joaquín,0,negative
Jajajaja ptmr que risa con la agraria ellos van a la U bien stoneados🤣🤣,2,positive
"Papácito hermoso estoy loca por ti,haces q se moje la pepa 😋😋🍆🍆 daría todo por tener tu pene e mi boca jjaaj jajajajajajaja",2,positive
Sebastian a nosotros no hicieron la del aquisito nomas en Cusco 🤣 “Loki está de la plaza de armas a un par de cuadras nomas.” Ptmr con todas las maletas subiendo miles de escaleras jajajajajaja,0,negative
Debo ser un idiota para ir con pijama a cantar 🤣🤣🤣🤣🤣🤣🤣,0,negative
Angie Carol jajaj cuando 😂😂😂,1,neutral
Miguel Angel Pérez cuando todo mejore en nicaragua un negocio así 😍😍,2,positive
Charlatán de charlatanes!!🤣🤣no sabe ni mi€rda Filip kaker lo único que sabes es sobar las pelotas..🤣🤣,0,negative
"Que beeeestia ese seco de CHABELO, no he ido a Piura, si no me como uno. Tambien es uno de mis platos preferidos, te envidie 🤭",1,neutral
sabes Yida eres una trome te admiro mucho buena madre esposa hija te juro que cada vez que te veo me llenas de mucha energia me encanta tus locuras eres bella linda que Dios bendiga tu hermoso hogar mil bendiciones 🙌...Julian se gano contigo tiene  suerte de haberte elegido  los quieroo mucho suerteee chicos y nunca se alejen porque  juntos al lado de sus 2 bendiciones estan lindos🥰🥰🥰🥰🥰🥰,2,positive
Esa vaina es baile😔😔,0,negative
"Hay Luisito ya te perdimos !! Que mala onda, sea como sea la chica no tiene la culpa solo quería una foto solo es sonreír para la foto si no están dispuestos a eso entonces para que buscan la fama es lo que conlleva  la fama enserio te perdimos 🙃shao PD : que ridículo te vez  y más metiendo a tu novia haciendo parodia acuérdate que tienes negocios que pueden caer por meterte por gente mensa y luego andan pidiendo perdón para que les levanten la cola mejor ponte  hacer videos de viajes  Luisito",0,negative
"Con Leiva ?! Oh please 🙄. Debe haber algo mejor que hacer a esa hora y después chequean los Post en face .  No vale la pena, in my case 😉",0,negative
"El pelao que cae mal en todo video que veo, les quita el micrófono o como ahora le tapa la boca al chico que canta .. que chinche es 😒",0,negative
"Holaaa bellas!!!Las escucho desde Pisco,Ica. 😍",2,positive
"Vidal Tinco Oe ya pe! Tu ya fuiste, dejate de huevada!! 😂😂",0,negative
Mándame saludos porfa soy melany😍😍soy nuevaaa,1,neutral
"Que bonito, ojalá puedo algún día visitarlos! 🇵🇪🤓",2,positive
Es lorito debe ser una hembrita jiji.asi somos de la selva 🤭🙊😁😁😁💚,2,positive
Oe Luciano a ti y a Manolo del Castillo son los únicos dos patas a los que les envidio la chamba Buenos videos!!! 👍,2,positive
Ahora conchuda víbora chata mentirosa pones la cara de inocente no te salió bien tus planes siempre serás la trampa escondete como una Rata quita marido enana 😡,0,negative
Q bacán mi tienda favorita Ferco ☺👍,2,positive
Tanto será la cabrona.....da🤣😂,0,negative
Igual vivo yo 😀 eso es ser independiente,2,positive
29!!!!!!!! 🧡 quiero comer mi arroz con pollo!,1,neutral
Te regalo el polvo,0,negative
Gerardo me llegas al pene a la firme Te crees pituco 😡 Serrano de mrd,0,negative
"Estupenda, nada que hacer, TE VES HERMOSA🥰...ASÍ LLEVES UN SACO DE PAPAS ENCIMA TE VERÁS HERMOSA Y ESO ES LO QUE AL OJO Y LENGUA MALA LECHE FASTIDIA....ÉXITOS DE UNA PERUANA DESDE CHILE.",2,positive
Lorena Diaz. Cuando comia mi mostrito de 2.50 en paradero senati saliendo de la prepolicial jajja madrecita un mostrito baratito que ando sin fichas 😬,0,negative
Lo bueno que ya no tienes que besar boyos 😃😃😃,2,positive
Esa mi es Noni chapa cuete 🤣🤣🤣,1,neutral
Está gordo mucha chelas  o muchas pollada 🔥,0,negative
Feliz Primer Añito!! Q sigan los éxitos Luciano....ya me antojaste una patascaaaaa....ahora donde consigooo patasca... 🤔,2,positive
Keke de zanahoria!!! 😁😋😋😋,1,neutral
Te gusta el pico ? Esa pregunta has 🤣🤣🤣,0,negative
Hola❤️ chupetín chupamelaaaa,2,positive
Frida Ramirez Diana Bon nosotras antes de entrar a clases comiendo burritos de machaca😂,2,positive
😄😄😄😄 pulpines  en los 90 monica cabrejos se sacó el calzón y te mostró peladita mes por mes su coñazo si en un llamado calendario por lo menos menos indicada para opinar CHIBOLO NO TE LA CREAS PURO CUCUFATERIA.,0,negative
Miren hmnos peruanos estas ratas nunca no quieren dejar la mamadera así cmo vamos avanzar y tdo el Perú entero tiene q saber y nunca más permitiremos basta estas ratas miren cmo trabajan Dan asco esta gente por DIOS 🙏🙏POR FAVOR HMNOS ACTUEMOS Y NO PERMITIR POR DIOS 😡😡😡😡😡,0,negative
"Qué salado eres, caray",0,negative
Bueno mientras el zambo no te la meta estarás bien 👍,0,negative
"Ambos se pusieron de pie, roncando de cólera",0,negative
Bien ahí Cuevita con las tabas de 3 pisos. 🤣.,0,negative
Mira Iñakapalla Chávez Bermúdez!!! En honor a nuestros viajes misios.. Que lindos recuerdos ❤️,2,positive
Alguien que sepa cual es el nombre de la cojinova en inglés? 😔,0,negative
Jajajaja German Lta esto me pasó a mí 🙄,0,negative
"Pero d espues del gusto viene un rico disgusto de no poder dormir de la jarana jajaja porque hay que seguir con las tres bendiciones q me dió Dios, pero de vez en cuando y cuando la situación amerita porque no distraerse., Aunque ya no es como cuando no existen las bendiciones, por qué uno mismo está pensando en ellos.😜😂😂",1,neutral
Jhon Paul Pichilingue Carreño  el presidente de tu cumpa cholo 🤡😀,1,neutral
Que riiiiiico  San agustin tienes q hacer una colaaaaaaaaa si quieres ser uno de los primeros pero si que vale la pena y el frito!!! Deliiiii nada como comer en Trujillo 🇵🇪💕,2,positive
El pobre de CHÁVEZ y MADURO uno vivió y el otro vive muy humildemente 🤦🏻‍♀️🤦🏻‍♀️,1,neutral
"Feliz día espero hallas pasado bonito con tu familia.... ""tu voluntad"" jajaja q buena yo si no kize nada d obsequios xk pedí mi arroz azúcar aceite y demás víveres 😂 es lo principal y mejor q m falte todo menos mis viveres",2,positive
Se vienen los coches bombaaaa 😭,0,negative
Si que ace mucho frío 🥶🥶🥶🥶,0,negative
otro caballito de Troya dan 🤣🤣😂😂🤣 esta policía sinverguenzas pienza k el cargo es herencia k no quieren salir estos perros.....,0,negative
Este para mi es mini tigre😂😂,1,neutral
"Muy bonito canta Amy pero no me gusta cuando  le cambian el tono de la canción o alargan la letra. Fuera de ello, aplausos para esta chica 😊",2,positive
"Es unico trujillo con sus 4 Estaciones: Costa, Sierra, Selva y Montaña, la hermosa playa  Huanchaco y la Escuela de Marinera Norteña, la. Escuela de Caballos de Pasos  y muchos Turistas de todos los Contry'S del Mundo te recomiendo Amigos..❤️❤️🙂🙂👌👌",2,positive
Seguro que es cirugía porque tenía un jeta de mamona 🤣🤣🤣🤣🤣🤣,0,negative
El michi quiere hacer yoga 🥰🥰,2,positive
Mejor baja el precio del pollo.. 😆,1,neutral
Mucha Finjidasa... como le decia reina pacha 😅🙊🤣🤣🤣,2,positive
Las cachetadas de Peter son un clásico 😅😅😅😅😅,1,neutral
El señor Castillo es un ignorante sin educación y no respeta a la mujer su lenguaje deja mucho que pensar pero que se puede esperar de un titere de vladimir cerron un terruco sin personalidad 🤮🤮🤮🤮🤮🤮,0,negative
Que rico 🤤 los tamalitos,2,positive
"Nadie se mete a lesbiana o maricón, Alexandra",0,negative
"Esa foto, LA VERDAD PAOLO Y FARFÁN PORQUE JUGARON PELOTA?? POR UN TAL CAICO GONZALES GANOZA, hermano de doña Peta, esa argolla hizo jugador a, 2 cojos, tengo 60 años los reto a los 2 cojos 😁😁😁",0,negative
José Martín Pastor  menos mal tu colgaste los chimpunes 😌,1,neutral
"Mmm probe hoy el cebiche con conchas negras y a mi gusto no estuvo muy agradable, creo que en esta recomendación si fallaron o el cebiche que te sirvieron fue uno especial 🤷🏻‍♀️ y en cuanto a la higiene, todoa los demas comentarios muy acertados! El manglar de rosa, en cambio, si estuvo 10ptos, ese cebiche con conchas negras y el arroz, estuvieron espectaculares ! Por otro lado, en Vichayito hay un lugar que se llama Ñaylamp, tienen un cebiche apaltado delicioso (de los mejores por el norte) y por las noches unas pizzas increiblessa!!",1,neutral
Se nota que no te dejas seducir por el poder 🤣🤣🤣 bien con tu propaganda irónica.,0,negative
Caporales de Siempre PITONES 🐍🐍!! Los mejores !! La mejor fiesta del Perú ! 18 días para Candelaria !! A bailar por ti mamita ! 🙌🏻🙌🏻🙌🏻,2,positive
"Y esos chapes, también eran manipulados? Odio la mentira, y de Aldo y Erika, creo que los dos necesitan tratamiento psicológico!!! Espero que no le contagien al psicólogo. 😁😁😁",0,negative
"Lo siento mucho Manolo .... Pero el camarografo hace lo mismo que tu y encima con esa camara, que bien enfocada, nos deleita con todo lo que vemos en pantalla .... Sorry pero el es el man 👍",2,positive
"te pusiste loco, men",0,negative
Que Roche decir que es presidente del Perú  🙄🙄,0,negative
El caldo vacan!!! Pero prestarse para la cochinada y en familia 🤣🤣🤣... Por eso estamos donde estamos,0,negative
Yo hablo 😂al acento para poder vacilar más con mis amigos del Perú no es como parte de mi día a día si no que si les hablas con palabras muy venezolanas como que no hay chiste entiende pe chato estudia sonso,1,neutral
Taper y micro!!!  De lujo!!!😍,2,positive
Los más deliciosos platos típicos de la incontrastable Huancayo lo tiene el Restaurante El Padrino cada vez que mi familia y yo visitamos Huancayo ll primero que hacemos es ir a degustar el delicioso mondongo Gracias Marito Perez Quispe por la magnífica atención 😘😘,2,positive
Me encantó el labial... ✨,2,positive
"Que mal este “hombre”  cómo puede juzgar solo a la señora, y al hombre 💁‍♂️ la señora se aguanto todo por su hijo para que le ayude... si vas a ayudar ayuda y no juzgues. Por qué siempre nos tenemos que juzgar entre mujeres, si la señora está pasando mal momento por su hijo; hablan tanto de Plata o que el cuñado es profesional, si son ricos es para uno mismo o hacen obra de caridad no creo si no ayudan tampoco critiquen hago este comentario es por que no me gusto como este patan trata pésimo a la señora  bien podía tener un diálogo con la señora y no hablar de esa manera y escuchar cuando habla las personas el solo quiere ser figurete.",0,negative
Que éxito no sabia que existía Just para problemas con niños con piojos 😮👏👍,2,positive
"Asta en la playa lleva sus cañonazos,🤣🤣🤣",0,negative
Con esta cuarentena... Todos los días atento contra mi vida cocinando 😥 lo hago tan pero tan mal... que cuando trate de hacer LOMO SALTADO...me dijeron que nunca habían comido ESCABECHE DE CARNE😥😪😭,0,negative
Cervero Grone tu ciudad 👍🏽,1,neutral
Edson Santamaría  lleve lleve caserito chefcito 🤣🤣🤣🤣🤣🤣🤣,1,neutral
"Eres un ejemplo a seguir como gamer y persona chino, ojala algun dia pueda conocerte 🎎",2,positive
Le gusta la pinga ajena 😂,0,negative
👏👏👏👏👏siiii reportage al peru bien 💪💪💪💪 que canal 🤔🤔🤔,2,positive
"Mio si fue fatal yo ese día cuando era chibolo en mi cole hacían los reales tono con orquesta  , y pe ese día me saqué la real mrd del estrado y me disloque mi brazo así, termine ese día con yeso , peor aun no fui ni a pedir caramelo vino el director y me llevo a la posta , que buena infancia 👌🏿",0,negative
Mujer es hermosa ❣️ se le abren los huecos en los cachetes,2,positive
Preguntas distintas a un periodista habitual. Buena nota 👍,2,positive
Jett Seminario tú serías la flaca 😂😂😂💜💜😍,1,neutral
Jajaja ese tobi hay siempre la garrita presente tobi eres la muerte pucha yo queria ir a tu taller😔,2,positive
"y los demás ratas para cuando, esos q roban millones y millones ya ps q los fiscales y jueces no se hagan los cojudos 😒😒😒😒😒",0,negative
"Que trafa este video salió hace meses atrás , no entiendo que ganan haciendo esto 🤦🤦🤦🤦",0,negative
Bellisima x donde se la mire!!! Q lindo vestido y te queda como pintadito   Éxitossss Pía 😊,2,positive
Mucho Por descubrir??? 😂 lo único que no has descubierto es lo mantenido que es tu marido que tienes que calatearte para mantenerlo a el y a tus hijos.  Xoana te revuelca,0,negative
"A todos los “Ayayeros” de este ilustre sr, les voy diciendo desde ahora , que vayan haciendo su colita para comprar su “ agüita” en botellitas y su “ aire” en cilíndricos , si como lo escuchan, porque este HDP va a privatizar todo lo inimaginable, ok . Después no digan que no se los adverti.😥🥵🥵😡😡😱😱👍👍👍",0,negative
Buena chino pawer ranger xk para con los mostros👹,0,negative
Serrucho muelas de serrucho oxidado 🤣🤣,0,negative
Axel recontra misios pero viajeros 😎,2,positive
Usteden son toche en donde agarros las pelota  eso es donde tiene que fijase afuera de la ============ bean bien el video para mi esta bien y bueno sera para otra revancha 🙏🙏💪💪,0,negative
Hermosa mi Jauja 😘😍🇵🇪,2,positive
Quiero un par de tu coleccion se Butrich 💓 no me alcanza 😂😂😂😢😢😢😢,2,positive
Pues Viaja y Prueba en Nicaragua 😃😃,2,positive
"Tu gil es bien imbécil para hablar, el trato de minimizar las muertes, pero tú también, aunque no tanto como ese ahuevao, una lastima 👎",0,negative
Que 😋 😋 ricos picarona muchas gracias por compartir un abrazo.,2,positive
La laguna de pimienta cocha q me vió crecer ya q mis abuelos fueron una de las familias fundadoras del Pimental 🥰🥰🥰,2,positive
Gerardo Pe' mano ese caldito te levanta hast prodia hacerle hueco ala pared jaja saludos el mejor caldo en la vicky 😎,2,positive
"Aunque hace 13años q vivo en argentina, mi corazón siempre hinchará por mi amada roja y blanca, si bien tengo mi esposo argentino mi hijo es mitad y mitad es argenper jaja, vamos Perú 🇵🇪🇵🇪",2,positive
"Me encantan tus recetas faciles y ricas te pasaste, lo mejor de todo el pijama pe😀",2,positive
Este beto pajarillo pecho amarillo............😂😂😂😂,2,positive
Tremenda joyita 💜💜💜💜,0,negative
"‼️‼️‼️yo voto por la VACANCIA PERPETUA de la pituca MalcriCarmenAlvaGUAJJJ🤮🤮🤮‼️‼️‼️  ‼️💋💋💋BIEN Benji Espinoza Ramos LOVEPERÚ Felicitaciones 💋💋💋👍👍👍🙋🏼‍♀️🙋🏼‍♀️🙋🏼‍♀️🙋🏼‍♀️❤️❤️❤️‼️.  ‼️‼️yo voto por la vacancia perpetua de ""pseudoperiodistas""‼️‼️‼️  Hola 🙋🏼‍♀️, ‼️‼️‼️C.O.R.R.U.P.T.O.S. ‼️‼️‼️. Yo apoyo ley de CADENA PERPETUA por TRAICIÓN A LA PATRIA por que va contra ""toda autoridad local, regional, departamental, congresal, presidencial, judicial, fiscal, legislativa, policial, e institucional,  CUALQUIER CIUDADANO y PRENSA y PERIODISTAS que cuyas acciones y decisiones afecten el heraldo, los recursos, el bienestar socioeconómico, la cultura, los sectores macro y microsectoriales, etc etc etc, NACIONAL""""""!!!! y para eso LOS REGLAMENTOS Y ORDENANZAS deben ser explícitos, directos y CORRECTAMENTE EFICACES Y EFICIENTES, respetando el DERECHO y exigiendo tajantemente los DEBERES.. Saludos corruptos congresistas,  politic@s y periodistas LOBISTAS corruptos🙋🏼‍♀️🙋🏼‍♀️🙋🏼‍♀️🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪💋",2,positive
Hasta donde puede llegar ignorancia ... 🤦🏾‍♀️ Espero que luego no esté llorando cuando sus caseritos fijos no le compren ni un caramelo de limón ,0,negative
Dr Edward Rubio Sanchez esto es amor al chancho o al chicharrón...🤔🤷😁😁,0,negative
"Mira si seguimos COMO EL PING PONG .,QUE TU SI QUE TU NO,,,y mientras nosotros nos desunimos las izquierdas se unen y de nuestras debilidades se hacen más fuertes ,,,‼️que importa quien quiera armar su estrado con tal q esté en contra de los comunistas y estén con la democracia..unamonos todos por una sola opción..la de sacar Hal comunista del palacio ,,,y no se dejen manipular por los topos ,,son los q se hacen q están de nuestro lado para hacerte meter la pata..",1,neutral
Oe zanahoria ven al Callao mano .... aquí puedes filmar hasta en el xongo... 😂,0,negative
"https://m.youtube.com/watch?v=7YMP6kRCFyQ  Les dejo este enlace para que se animen ir a este lugar que es muy paja pertenece a camana - arequipa y se llama urasqui a dos horas de ocoña, van a comer camarón a llenar y sobre todo gratis. Hay producción del vino y pisco 🍷 El alcalde apoya reportajes turísticos los que an ido antes han sido bien recibidos con hospedaje y comida gratuita, su aniversario es el 2 y 3 de noviembre.",2,positive
Ya me tienen hinchada estos malparidos🤬xke no se largan a joder a su país 🤬,0,negative
"Gente de M , que hablan como peloteros y a lo mucho han jugado Play station  o Nintendo 🤡",0,negative
"Muy cierto Daniela se cree la gran cosa 😝 pero no pasa nada... AMY gran talento,felicidades!!!!",2,positive
"#teomen #amor #felicidad  #pasion #viral #santosteomads  #organizacionteomaglobaleit  #Mexico  #viral  #viralmundial  #virales  #santoswilderdiazsilva  #Ventanilla  #ancon2022  #Mundialmente  #santosteomads #Teonitro  #santosteomads  #organizacionteomaglobaleit  #santoswilderdiazsilva  #viral  #viralmundial  #virales  #mexico  #Ventanilla  #negociosdigitales  #negociosteomaunilevel  🔴🔴 El estrés, los malos hábitos y otros factores afectan de forma negativa la relación intima que tienes con tu pareja. Por eso #TEOMEN es para ti, TEOMEN posee componentes potenciadores y estimulantes naturales de la sexualidad masculina.  TEOMEN contiene: ✔️ Maca Negra ✔️ Chuchuhuasi ✔️ Jengibre ✔️ Ajo ✔️ Vitaminas y Minerales Pide HOY tu frasco de 100 cápsulas. Recuerda que puede ser usado tanto por hombres como por mujeres. ⚠️ ¡Quiero comprar! ¿Cómo me contacto? ⚠️ ➡️ Llámanos al 51920416036  ➡️ o escribenos a teomaoficial097@gmail.com  ➡️ Envíanos un mensaje privado por facebook ➡️ o visita nuestra web: https://peru.teomaglobal.com/9324 ➡️ También puedes afiliarte y empezar a vender productos #teoma1  #Ventanilla  #santosteomads  #organizacionteomaglobaleit  #santoswilderdiazsilva  #metaforbosiness  #salud #tucuerpoyasabe #sabados #deamor #domingos #descanso",2,positive
....el léxico de la chica me parece muy acomplejado....manyas!!!...osea!!!....denotar tu status con el léxico es perder la humildad.....ser pituco no es ser más que nadie....que clase se profesional será??? Veamos que ofrece en el campo laboral....suerte.👍,0,negative
"Es una vergüenza la actitud de la policía, no se puede permitir a delincuentes cavernícolas, ignorantes, brutos  con machete látigos y palos en nuestra  ciudad de lima, 👨‍👩‍👦❤️🇵🇪",0,negative
Pekheña Mars Gaytan la Elena con sus tutoriales del anime y como ser Otaku 🤣🤣🤣🤣🤣🤣🤣🤣,1,neutral
ya antojastes de una flaca rica para esta noche de viernes😈,0,negative
"Salió para Aser farándula ese chato, solo quiere llamar la atención 😂 q trabaje bago , aragán",0,negative
"Que piola! Nueva generación bien dirigida. Nada de muletillas absurdas y ridículas como ""tipo...."", ""Chill"" y ""manyadit@s"". Que buen final. 👍🏽🤘🏽",2,positive
