text,label
Por el día de lq madre vere ¿nos casamos? si mi amor🤩  Nancy Yllescas Portilla Gladis Mallma Rivera Quispe Rivera,2
Dayanne Karito Daniela Susana Nancy 😂,2
 Nancy Sayritupac  Sofia Tito Marina Sh vamos😄😄😄,2
Jajajajajajajajajaja Yamela Nancy Sanchez 😂😂,2
Mira amor Nancy Garcia😂,2
Jorge Nancy Beatriz Prince😂😂😂,2
una negra raceando a negros 🤣🤣🤣pendejo,0
Qué Nacho haga un día transmisión y le enseño a mi Santi 😄,2
Jonatán Dimas Salcedo  Nacho Dimas Salcedo 😂,2
"vere la peli  ¿nos casamos? Sí, mi amor con mis peques celebrar con ellos sera el mejor dia 😉 🙂 🥰❤🥰😍 Alejandro VM Nacho YMMilagros Aguilar Baldarrago",2
Anda come gato negro d mrd 😂😂😂,0
Se fue vestida de negro como expresión del color de su conciencia 😂😂,0
Mi jenni hoy tocoo lentess negroo xD mañanaa tocará el rojo 😂😂,2
te espera el negro de wsap en piedras gordas betito 🤖🤖🤖,0
Gerald negro la ALARMA 🤣🤣🤣🤣,2
Una vez q provas un negro...nada vuelve a ser igual...jajajajaj😎,2
Nada que reprocharle.El negro tiene mi apoyo.❤,2
"Mi hermoso y querido cañete ❤ ""Cuna y capital del arte Negro""",2
El demonio de sotana y la muerte de negro 😁🤣,0
"Hay humor negro, y luego este video 😢",0
"Si te ríes de la propia justicia q pregona, porq sacaste ala que investigaba ati y a tus hermanas bienes de una familia corrupta, cuando investiguen tus cuentas y propiedades ahí veremos una investigación de verdad, hasta cómo entraste  a fiscal de NARCO nación, porq no trasparentes tus títulos, magisters, y tu edad si tienes para ejercer el cargo NARCO fiscal, el país no te cree sólo la prensa basura y mermelera te auspicia y los más flojos e inútiles te siguen, la chirinos, MONTOYITA, porki, la malcriarmen y porque no las investigas ano verdad son como tu corruptos 🐁",0
"Bueno como dijo la mamita de pacho,  APECHUGA nomas 🤣",2
Michael Cardenas “aquícito” nomas 🤤🤤,2
Simple y sencillo se deben  a la jente así nomas🤪🤪😳🤯,2
Que bonito  Acá en mi pueblo en monte nomas cagms congelados 😁,2
Sea como sea su presidente Castillo es de la Vallejo 🤷🤷 digo nomas.,2
Hay .hay   Hay nomas y se fue mas atras😅 Peroooo que lindoooo 🗻,2
Kajsjajaa yo cuando digo un rato nomas Lore Zumelzu y salgo a las 8:30 jsjahaha 🤣🤣,2
"Asuq ricoo, y a 2 soles nomas 🤤",2
Ivan Gamarra la Hummer nomas lo tienes limpia 😂,2
Juanita Tacza tú dos cesareassss miss respetooooos amiga!!! La mrrrrr😭 yo con una ahí nomas... ,2
"Jajaja, a la mayoria de mujeres les duele por que cuando salen se lavan el cabello nomas.😂😂😂😂😂",2
Yo nomas vi por niokla 😍💋,2
Maud. Te cargo las valijas. ✌️🥰,2
Renuncia Castillo x favor 😞 ya es hora q dejes el palacio el cargo para ti es muy grande!!,0
Llora nomas Leiva k más t keda.🤣🤣🤣,0
En Camacho aún no llega !!! Pregunté y me dicen que pronto ojito para que se pongan las pilas 👍,2
Fue pilas Gabriel .!! 👍🏻😎✌🏻️,2
"SE ESCUCHAN, CACEROLAZOS EN LOS CENTROS POBLADOS ""POBRES"" DE MIRAFLORES, SAN ISIDRO, JESUS MARIA, SURCO, LA MOLINA; PERO YA PASO, PIEZA LA NOVELA Y CHAMPIONS😎",2
Hay que ponerse las pilas yo en miami Se puede promocionase y llevar turismos al peru 🇵🇪,2
Charli Snayder Quintos Gayoso ponte las pilas crag 🤣😂,2
A qué camal te los llevas ? 😂,0
Que entre al camal de yerbateros 🤣🤣🤣,0
La llorona está ganando. Ya vienen 5 piezas más. Trabajen en su estrategia. No duerman. Creen algo más interesante. Y no descansen. Podrían perder otra vez. 😃,0
Buena gordo cabeza de mi ganpi te hiciste una 🙏🏼,0
Meli Pichihua Pame Susu Loli Guillen Carmen Gavidia Gomez. Todas unas señoras somos😂😂😂😂😂,2
MARCARE LA PICHOLA♡ VAMOS Tobi confío en ti,2
Jajajaja.. Que picón..me reí a no más poder 😂😂,2
Esta picón por qué le salió competencia de AG con las conferencias !!! Recuerdan la de Brazil donde fue a “contar chistes” 🤣🤣🤣🤣🤣,0
Beto esta picón 😂🤣🤣🤣😂 él no es periodista parece Magaly 😁,0
Esta más armado que lego de mil piezas😎,0
"🤣Noo con ida y reversa😁que picón!! Que rico despertar con una carcajada #JasminPinedo  genial actitud, espero ver el vuelto",0
"Esta picón porque la chica actúa mejor que el y es fotogénica,es solo envidia la de la Ortiz 😂😂",0
Este está picón ...por qué no le dejaran casarse si gana castillo...🤣🤣🤣,0
Me encantaron los gorritos y el camaleón ♡ Prontito iré ^*^,2
Gallinita pintadita 😂😂😂😂,2
"Quiero arreglar mi casa, las Malvinas cerrado, quiero pintar, no hay librería, quiero leer no hay librerías, 😭😭",2
"Pero quien es Beto ortiz? Un periodista de renombre, de talla?,  es un tipo con una moral excelente?. Es un camaleón, es un apestoso, que solo promueve morbosidad, chisme, intriga, promueve el derrame cerebral en los peruanos, con sus programas regalando dinero 💰  a cuesta de que cuenten sus vidas privadas, eso es este tipo. Y el el entrevistado un fujimorista, sigo??????..........",0
😂el camaleon bien y si se siente el rechazo quieran admitir o no,0
"Buena chinito, exitos. No te olvides de llevar a mayimbu... pero al camal 🐷",0
Laura Fiorella Cruz Sejas😂😂 perra,0
Esta haciendo efecto la pichicateadaa😁😁😁😁,0
Gabriel Bl ya te Vi borracho con Antony German Garcia Pizarro  🤣🤣🤣,2
El nopal es la penca de tuna 😒,0
500 Millones???!!! ala ni Hola soy German en sus mejores tiempos 🙀😸,0
Jajajaja German Lta otra vez la histérica 😂😁,0
Por lo general los perros suelen pelar con los puerkitos pero bueno los educaron bien 👍,2
De la creadora de como pelar el plátano ahora viene como limpiar la cámara del celular 🤣🤣🤣🤣🤣,2
Uno de los viajes que estar a en nuestra agenda Eder J. R. Penarrieta😍😍,2
Maud en que epoca me recomiendas visitar huancaya? Me encantaria nadar sin pelarme tanto de frio 💖 espero me contestes! Amo tus videos. Vibrasas!,2
Saint Germain Rueda Gonza es el nuevo malinfluencer 🤣,0
Amor GerMain E Galaga 😂😂😂,2
"Aderlita Amaral Germano , Jaqueline Germano comidas y lugares de mi ciudad para comer 😍😍😍",2
La Betto se hace la pichi🤭,0
"Phillip Quaquer arrugó al final diciendo que son bromas, 🤣 se hizo la pichi.",2
Henry Barzola Arroyo Jhaki Capcha Arroyo Kevin Ruiz Arroyo Johan Barzola vi el reportaje y me acorde de cuando fuimos al parque a comer picarones 😋,2
"Mal tenía que tener puesto el cambio antes de partir, jugar acelerador con embrague para picarla 😑😅",2
A pero con keiko te haces la pichi la beta😂,0
"Palmas peruanas 👏👏. No se olviden de hacer su pichirrun, es gratis!",0
Ajjj 🤮 todo apestamdp a pichi,0
Bien dicho crju esas kina una picarona😂😂🤣🤣🤣,2
"Esos 5 minutos que Le dieron de extra era precisamente para eso , Hacer un poco de show como es Fiel a su estilo...el Sabelon se siente omnipotente y como sea quería Picar al abogado que supo Driblear con mucha elegancia 🤙🤪",2
Jajajajaja oe que locaso... todos están por su gapin 🤣🤣🤣,0
No hay nada más terrible que una PERRA dolida 🙄🙄🙄🙄,0
"🤣🤣🤣🤣 no tiene nada malo tu vestido, se te ve muy bonito!! Enserio me reí de ver tu picardia con que haces el video y les das en la cara a los que rajan de ti😂😂",2
Que 😋 😋 ricos picarona muchas gracias por compartir un abrazo.,2
"Mi mamá hacia los más ricos picarones jamás probé nada igual, ahora ya está en el cielo mi madrecita 😢😢",2
Bella Maca😍😍 es una picarona! Nahara te manda besos😙😙😙😙,2
Erikson Mendoza  Roxana Tasayco Mendoza  Deborah Mamani Tasayco Ana Lourdes Mendoza Yataco Daniel Tasayco Mendoza miren el vídeo completo sale la mamá! 😍 Picarones Doña Delia😃😋,2
Uno de los mejores caldos!! 👍,2
La de 🐔 vi3ja da buen caldo 🤡🤣,0
Me quedo con el shambar y el caldo blanco 😋,2
LA SOLUCIÓN ESTA EN NOSOTROS MISMOS NO ARRENDAR NO DAR LISMOSNAS NO DAR TRABAJO NO COMPRARLES NADA ASÍ ESA PLAGA SE VAN 🤷,0
Cuarentena....urgente!!  Nueva plaga... 😁✌️,0
"Otra web.... más contra castillo de seguro viene direccionado del 🐁🐁🐁 Montesino .... El Perú está plagado de 🐁🐁, 🐌🐌, 🤡👹",0
🤣🤣🤣🤣🤣 ahora otro show mediático por las genocidias parásitos plagas fujirratas d almas  negrassssss.  CIERRE D CONGRESO Y UNA CONSTITUCIÓN.  SR PRESIDENTE DIOS LO BENDIGA 🙏,0
Fuerzas  para  ESTA JOVEN  NO ES JUSTO LO QUE  LE ESTAN HACIENDO  Y TODO POR QUE SU PADRE EL PRESIDENTE PEDRO CASTILLO  QUIERE LIMPIAR EL PERÚ  DE LA PLAGA DE CORRUPTOS  QUE HAY  EN LE PERÚ 🇵🇪  ENQUISTADO  POR 30 AÑOS AHORA QUE PRECUPADOS ESTAN TODOS ESTOS JUECES  Y ANTES DONDE ESTUVIERON ??? Es,2
A verdad buen razonamiento Beto🤔 exacto entonces nosotros también razones un poco si sendero es aliado del narco tráfico  y el narco tráfico es aliado de fujimori ya que el fujimorismo está plagado de narcotraficantes tan solo recordar el narco avión y las drogas en el almacén entre otros deducimos que fujimori también es aliado de sendero???🤔🤔🤔,2
Yeni Remi Mamani Paria  Cris Yurico Maria Almonte Marca Kamila Veltuz Miryam Ticona Huanca Aurora Edith Urriola Quiroz Yeny Laqui Velasquez Deysi Limache Pilco July Tr ... una reunión asi nos hace falta 😋😋😋😁 con un buen Pisco,2
Kimberly Pisconte  Alexandra Aranda  nos falto estoooo 😢,2
O. Será.    Pisco 💜💋💜💋💜💋💜,2
Samira Clavijo Pisco 😂😂,2
Julio César Pisco Alarcón mira amor me desmayo 😱🙈,2
Jajaja ese bobby todo un piyin😌😂😂,2
Entendí todo lo que dices piyin 🫣🫣😜😜😜,2
Cristhian Piscoya Chavez  🤣🤣🤣,2
"Holaaa bellas!!!Las escucho desde Pisco,Ica. 😍",2
"Q tierna 😂😂😂🤣, pero el 90% d palabras q salen de su boquita la pintan d ignorante",0
Qué tal pintasa!!!! 🙌🏼,2
Lore Pintacaritas Globoflexia la Johanita 😂😂😂😂,2
Jajaja lo pido es su hígado o corazón  de pique 😂😂,2
Quien será ese piojo no lo conocemos 🤣🤣🤣,0
"Ya no será un cuarto lleno de oro,sino un vidoncito de oro para que pase piola😎",2
Todo piola pero ese jf del psv no se parece en nada al de la vida real🤭🤭🤭🧐,2
"Se enamoró, pero se fue de pique ya que el no la oficializó y eso quizás le duele misma tilsa 🤣🤣 supéralo mujer habiendo hombres solteros 👍",2
Que éxito no sabia que existía Just para problemas con niños con piojos 😮👏👍,2
Que yo le envío a mis avispas pa que lo piquen!!! E' veldad!!🎶🎶🎶🎶🎶,2
Jajajaja 😂 y estás de miedo jajaja porq te vas de pique jajaja 🤣😅,2
Si tus padres son de distintas nacionalidad es obvio que vas a hablar dos idiomas y si vives en un país neutral asta 3 y quién no lo entienda así 🤦le faltan neuronas,2
Alexander Palla Zambrano xd 😂,2
Yo jugué mucho en mi escuela con mis compañeras y los llamamos pallares lindos recuerdos de mi infancia en mi linda sierra norte 🤩,2
Jenrry S. Pallarco 🤤 Unas Heffer... 😬😬,2
Jeniffer Pallares jajajjajajjajajajajajajjaaj 🙇‍♂️🙇‍♂️🙇‍♂️,2
"Que bueno pallacito ,,con alegran el día 😁😁😁😁",2
Angela Cabral usare las paltas hass q me enviaste !!!... 😁,2
... Cledy amor así tenia que ser la  crema de la palta donde fuimos 😭😅 jajaaja ,2
Lurdes helado de palta 🥑 😅,2
"Qué palta!!! No estamos en México, no se pasen con éstas fusiones pues Luciano 😒",0
Que palta que te hagan una peli sobre ese tema siendo alguien tan importante en la selección 😂😂😂,2
Johitan OS 🤤 ... me voy a comer mi pan con palta 😔,2
Luciano no puede vivir sin la palta hass 😂😂,2
"Daniel Asenjo a mi me pasa eso  jajaja nunca hay palta rellena 😅. Voy a preparar paltita rellena, se ve buenaso!!!",2
"Hayyy que riquichichichimoooo .!!! Sábado lo preparo , pero solo con palta🤣",2
"Holaaa 🤗 en Ica hace demasiaaaado calor, usen gorras y  bloqueador.",2
"Ahora se indignan , cuando el fiscaloco y gorrata filtraban las diligencias a la prensa de sus enemigos politicos todo era felicidad  para los rojaznos y ahora la torta se volteo....🤣🤣🤣",0
Carolina Alcala Vicente Jhesenia Alcala Delgado ustedes bailando en el grifo y vitito ganandose 😂,2
Lo conozco para en el Grifo de la marina es noble siga adelante joven 👍,2
CHOLO Y LAS GORRAS? 😂,0
Jajajaja  el de gorra me hizo el día🤣🤣🤣🤣🤣,2
"Uno muy bueno, reconocido, ya con muchos años y muy sabroso es la polleria El Dragon que está en av arequipa con canevaro junto al grifo!! 👍😁😛",2
Por lo menos no exageraron esta vez ..que hermoso toca la guitarra perlita 😘,2
"Qué Linda la Guitarra 🎸 de Perlita León,, Felicitaciones...",2
"Saludos a los blanquiazvles 💙de corazón,desde California Grone 🇺🇸",2
A cueva le pasó como a todo futbolista q llega con los grones..  La maldición de la kk!!! 🤣🤣🤣,0
Saludos desde Japón 🇯🇵 Chinito ! IBARAKI Grone 🤍💙,2
"Me voy a batear harto plvmifero 🐓🐓🐓🐓🐓a esta hora, les arde que Alianza vaya por el Tri,saludos de California Grone 🇺🇸",2
"Saludos desde California Grone 🇺🇸 Chicho debió irse hace rato, la culpa es del FB",2
Jimena hasta otra aventura al estilo Guatapé 😍🌲🌳 #MundoVerde,2
Arriba Alianza 💙💙💙castilla grone tlv,2
AlexiTo Grone Castro  ..   Ya p Bandido 😂,2
"Los grones querían que llamen a la gruta ( cueva ya no es ) ,reynoso lo dijo bien claro : si lo llamo y se lesiona lo harán culpable y la FPF ,tenía que curarlo y pagar su sueldo. Como al 10 de su casa,porque de la calle no es ,😅😅😅😅😅😅😅😅😅",0
Que adorable ...  es nueva hablando español 😅😂😂😂🤗😍😍😍😍😍😍😍😍🤩😍😍,2
Y siiiiii adoro limpiar mi baño me enfermooooo de locura si lo veo sucio es más mi mamá me dice q estoy loca que todo apesta a lejía y yo la adoro creo q ya estoy para limpiadores compulsivos 🙈,2
Temoon compuesto por Arjona tenia q ser El 👌. Magnifica interpretacion de Amy 👏👏,2
Sería genial que haya un batán en cada casa y dejar de usar licuadoras 🙋,2
"Hermosos recuerdos de mi infancia, cuando mi mamá Rosita (abuelita) hacía su riquisima ocopa y su inigualable Llátan!❤👵🏻. En todas las casas tradicionales arequipeñas hay un Batán, aunque sea de recuerdo...",2
"Se hizo agua la boca, su papita cocida con su quesito, su rocotito molido en batán, ¡hay que rico!........😋😋😋",2
Mi abuelita Felisa lo hacia con Batán.... Que delicioso la comida que preparaba y al natural... Que recuerdos... 😌😇👵🏻,2
"Que autoestima que tiene el del medio , se computa Brad Pitt 🤣🤣",0
"No existe comida de 1 sol, es pura trafa Gerardo 😒",0
Jajaja trafa esa Magaly 🤣🤣🤣,2
NO SE DA CUENTA QUE YAHAIRA NO CANTA 🤣 si gana es trafaaaaaaaa,0
Leiya L. Briones 😂 la traca de tu gil,0
"Tobi, es paranormal que no me toque el bono?😒",2
"Definitivamente exquisito,sabroso ese toque q le das con su cremita y su rocotito lo máximo GASTON lo.preparare en casa 😋😋😋",2
"Jajaja que buena... Ese toque final y elegante.. ""ctm.... Rctm...!! (le agregue eso, pero hubiese sido épico 😂",2
"Dios quiera que el dolor y el sufrimiento, no toque a los que juzgan tan a la ligera.🙏",2
Pabloooo... Tu bemba 😍,2
Este compositor es team infierno Y es de mi mazatlán querido le a compuesto a cada uno de los infierno😍,2
Estuvo bacán lo mejor Gian Marco🎊,2
Q bacán 😁Saludos de oxapampa,2
"Eso  de  ""ya mete kudasai sigue  no pares""  fue bacán megusta aprender cosas nuevas 😁",2
Maicelo di ferrocarril 🤣🤣,2
Jesús Rodríguez Pinilla Lourdes Rospigliosi Ferro que ricooo 😻,2
Jajajaja un ferro gasto solo por un video saludo 😂😂😂🤣,2
"Yo tenía las Barbies Bambas, a nada 😅",2
"Ellos quieren un local fichoo con agua, luz, internet, agua desague, aire acondicionado y con clientes pudientes.  Y no quieren pagar nada.❗️ ❌️Ni luchar por el negocio.  Quieren sentarse y que todo les llegue gratis....",0
"Eso es racismo hacerlo en un lugar ficho 😆,  por q no lo hacen en un restaurante de SJL",0
Magdalena Bobadilla Ferro daca la cuenta de nuevo 🤣🤣🤣,2
Katerine Ortiz Ferro  a buscar 🤓🤓🤓🤓🤓,2
Noticia bamba #Beto creó que  algo te pica atras 😂🤣🤣🤣🤣,0
#Récord de 10 soles..eso es del mercado Bamba! 🤣,2
"Uy que miedo😁, quien le dá importancia a una fiscal bamba fabricada por narcos",0
Que no era de Trujillo el combinado? 😐,2
"El mejor combinado frito que hay, recomendadísimo, cada vez que voy por la Victoria tengo que ir obligadamente ahí, y su sopita buenazaaa 😋😋😋😋",2
Hasta el Tombo está de rompe 😁,2
"En el minuto 10.42... cuando la pantalla se pone negra el que dijo ""avanza pe huev🥚n..."" ¿fue el tombo? A boca de urna parece que si... cuando suena la sirena casi al final del video era que les digas ""avancen pe huev🥚nes""... un verdadero fan de Narcosis, lo hubiera hecho 😉",2
Esos Tombos no tienen físico 🤣🤣🤣,0
Y xq 2 tigres???? 🤣🤣🤣🤣,2
"Grande tigre! Feliz cumpleaños, que siga recibiendo éxitos y cariño, no se vaya de nuestro país 😔",2
"Michelle, ya probaste el combinado, ahora te toca el combinoche 😏",2
María pía le hiciste bien.pero Johanna.katia con dos.rebeca scriben.la linares.la Magali.la Jannet barbosa.la Susi días.y la tigresa del oriente.le acen mejor q tu 🤭🤭🤭. Con respeto 👍,2
Esta sin retoques ea la misma tigresa del oriente para representar al Perú se nesecita ser pura y natural digo no ahí se ve la velleza  👑,2
"DIOS ESPERANDO A QUE TOQUEN I CAUGHT MYSELF, POOL, FAKE HAPPY, LAST HOPE, IGNORANCE ETC ETC 😭😭😭",2
"Jajajaja...q les toque gemelitas ,🤣👍🙆",2
@Un tombo pasó por ahí en una moto deportiva 🤣,2
Que fue con ese ka💪 no es el mismo que hizo un escándalo cuando le agarraron los tombos,0
El tombo siempre será kagón!!👊 #ResistenciaPerú,0
Y que idioma es ese ?. Otro TONGO😂😂🤔,0
Jajajajaja que clase de tongo es ese csm 😂😂😂,0
Pensaba que era Tongo 🤣🤣,0
"Grande tongo, que todo te salga bien 🙌",2
Diablos tongo eres tu 😵,0
Guardaré este video para fin de año   AL🩵🤍🩵 será TRICAMPEON,2
Un triciclo con motor ✌️😁,2
Eres tan grande que la estacionaria parece tu triciclo!! 😂😂,2
Y eso que por tu casa no pasan los triciclos vendiendo aceitunas 👽,2
Mientras las cremitas se pelea ALIANZA SERÁ TRICAMPEÓN 😂😂😂😎,2
"Estos soberbios se olvidan que solo hay un TRICAMPEÓN, perfil bajo siempre ¡VAMOS UNIVERSITARIO! 💛",0
"Carolina Arbildo ""si hay esto cerca de mi u me voy a la trica en todos los cursos"" 😂",2
"Estafa nooo, robo si en trocaderoo 😭😭 solo me dejaron el pasaporte 😪😪",0
Mile Chaves Fallas  Gaelito 🤭🤗🥰,2
"Gracias Gastón, es riquísimo este arroz con aceitunas a mi hija y esposo les encanta. 😇👍",2
Vamooo a pasar un buen rato!!! Christi Fajardo Castro😏🍸,2
Walter Bernal Fajardo 🤤🤤🤤🤤,2
Katherine Ramos Fajardo tal cuál 😂😂,2
Astrid Sofia Fajardo Maria Jose 👀👀😂,2
Bryan Martinez tu yendote de work and travel 😂,2
"Miguel Angel, tu yendo a Chosica a cobrar las cuentas 🤭",2
Maricela Cr tu yendo a tu trabajo 🤣😂,2
Yoselyn Candela y tu yendo a Bolivia 😒🤦‍♂️🤦‍♂️,0
"Y donde estás las propuestas, esto es convertir en farándula todo 🤷🏻‍♂️ la gente no existe proyectos sino ver chismes y morbo. Triste fachada de Beto. Exige las propuestas de tu ama Keiko , o solo el indulto es su única propuesta de cambiará al Perú.",0
Alta facha tenía 😎🤙🏻,2
Ricardo Cabrera Francesca Buleje Tatiana Robilliard Mirtha Fuentes Castro Meza Ivan Alvarado Francisco Fajardo Alejandra Villanueva Caceres Jessica Mendoza Vanesa Aguilar Valverde Raul Matzumura Simabukuro Josue Chunga Arenas Etccc........ Ya toca un reencuentro jijiji besos👍🎸,2
Michael Fajardo😂😂😂que risa...,2
Jhoel Fajardo yo 👉👈😂🤫,2
Christian Fajardo Michelini Andre Wong 🙃,2
Una trome!! A quien no le guste pues que cierre los ojos 😜😆😆,2
Este niño es súper trome!. Me encanta! 😍,2
Que lindo Salva que edad tiene? Es un trome 😚,2
Estas Bella!!!! Trome!!!! 🙌🏻,2
Jajajaja me estresa cuando no se saben bien la letra pero la cantan como si fueran tromes en el ámbito 😂😑,0
"Luciano eres un trome, me encantan tu programa, un abrazo y q sigas haciéndonos disfrutar de lo q tanto te apasiona! 🤗",2
"Para ser presidente se tiene que estar preparado,y aún asi se falla ahora asi reclamemos ya no hay solución ,la genté de arriba les convenia que el ganara no le importamos los que estamos abajo  y con regalos y palabras bonita fueron comprados la clase baja ....hasta cuando seran asi mientras no cambiemos la gente de arriba haran lo que quieran con nosotros ......😔😪😪😪",0
Madurito asadooo con queso o mantequilla de mani 😋😋😋😋,2
Ana Claudia Falla Huaccha😍,2
Te fallamos Star lord!!😭😭,2
Tu ponche de habas si es desayuno. On pan asado En la esquina de plaza de armas riquísimo se come en Trujillo 🤠,2
Y yo crei que mi tv estaba fallando 😏😏,0
"Esa falla tiene años xD es simple lo que hacen. Primero ingresas a la web y seleccionas la película, seleccionas la butaca y vas al siguiente paso pero en ese transcurso cierras la página o simplemente lo dejas y el sistema toma como que estás haciendo la compra y separa tu butaca así cuando otro quiere comprar sale como que ya está comprado. Por eso cuando van a las salas y ven que no está lleno como pensaba, es porque hay algunos que querían comprar pero después ya no quisieron y el sistema lo toma como compra 🤷🏻‍♂️",2
Yosfrangel Perez Génesis Pérez les he fallado 😩💔,2
Todo bacán pero por qué gritas en tus vídeos me llega al cíclope 🙄,0
Que bacán hay señal 😁,2
Se habrán guiñado los ojos xq no dice nada de pelea pero es bueno saber quien informa bien y quien falsea la noticia 🤑🤑🤑🤑🤑,0
Porque en  cabrito a la norteña solo te trajeron arroz 🍚? 🤔🤔🤔🤔🤔😁🤪😂🤣,2
"Sí mi ojo no falla son los de #AlertaMedica, la próxima llamaré sino de ellos 🤪🤣🤣",2
Maritza NG para preparar la proxima navidad con arroz tapado!! 😍,2
Puro arroz lo dieron a Mayimbu 😂😂,2
Ese alumno se le quema El arroz😂,2
El rojo nunca falla...nunca... y Rubí lo sabe😝,2
De donde sale cada Brocaster la csm !!! K tanta 💩 le hacen 🖕🏻💩,0
"Nadie sabe entender, nadie estuvo preparado y en un pais q muchos no tienen las necesidades básicas este documental, pueda darle alguna reflexión a tantas gente 😔😔.",0
Tmr tanta gente estúpida 😂😂😂😂,0
"Oe pregunta sería, Tobi que se fuma para tener tanta imaginación? 🤣",2
Habiendo tantas canciones q son del Peru digo no.! 🙄,2
Que desgracia!!! Porque tanta indolencia 😞😞😞😞😞😞😞😞,0
jaja hay los heiters son y mi mari pia es tremenda con tal de llevar la contraria a ver quien pierde mas!! ya lo exibistes jajaja hay vilchez junto con Maria pia  seran una  bomba 💣exitos y bendiciones ya pronto los  veremos en pantalla 🥰😘,2
"Me ha hecho recordar cuando amenazaban y al día siguiente "" coche bomba "" 😔",0
Esos terrukos ya falta noms que saquen las armas o se suicide con una bomba en frent3 de todos😰😰😰,0
Amoo las bombas audios😁😅,2
Entrevista bomba🤣🤣🤣😂,2
No veo a tarron 😒😒😒 ni la sandia así que chiste,0
"Oe Henry debiste preguntarle por Tarron pues, toda la entrevista lo espere 🤨",0
Juan Carlos Rm no sé si es un h.p manejando o es que es bien tarao que no se dió cuenta 😂,0
Ya aburres con tus disque audios bomba  !!! Cuando los vladiaudios?? 🤷‍♂️🤦‍♂️,0
Jajaja parece la boquilla de una bomba 😬,2
Isy una de las mejores maravillas del Perú 😂😂😂 bien taypá y abajo precio.,2
"Estamos ya acostumbrados  ya a audio falsos  bomba,  videos bombines. A difamaciones con ventilador. LLORA JETONA, YA CASTILLO DIJO PARA LA PRENSA NO HAY DINERO,  NI EXONERACION, NI AMNISTIAS ECONÓMICAS. LLORA FUERTE  SE ACABO TU MAMADERA. 😂🤣😂🤣😂🤣",0
buen   tigre  grand   felis   feli  cumpleañ  desde🇨🇱,2
A esa edad yo aún seguía en ticla 🤣😆😎,2
Tantos millones para eso??? Ni la tigresa del oriente se atrevió a tanto!! 🤦🏻‍♂️,0
Siempre lleven bloquiador por que si no estarán como un tigre 😂😂😂😂😂😂,2
Feliz cumpleaños tigre🐯 nuestro mejor técnico de la selección que cumplas muchos años más... Dios te bendiga siempre 🎂🥂🎉🎉🎉😘,2
Mejor está la tigresa del Oriente 🙄,0
Se  botaron  baturen y hobbit 🤣,2
me botarán por llegar tarde 😭😭😭 pero el 18 ♥️♥️♥️,2
Alejandra Regalado Titto jajajaja como cuando nos botaron y se prendio la luz 😂😂 justoooo cuando todo era hermoso jaja ok no #tetaño<3,2
👍Excelente.. Muchos éxitos.  Poco a poco a paso firme.. Los resultados serán buenos. ✨👍,2
Nada estamos más firmes✏️✏️✏️✏️,2
ACOMPAÑA A TU NOVIA OE TARAO 👀,0
Contexto?? Y no salgan con sus wbds pss taraos🥵,0
Lo bueno que dijo que algunos son medios taraos entre ellos estaba el 😂,0
Se vienen los coches bombaaaa 😭,0
Es botar  celulares 🤷,2
"Gracias!!! Me han ayudado mucho de veras chicas y Jenny, mañana volare a comprarlo!! 😁💗💗",2
Hola Kari yo fui tercera fila y no encontré muchas cosas volaron rápido 😅,2
"Nosotras emocionas por las ofertas de vuelos que nos llegan al correo Deysi Diaz, algún momento habrá que comprar a ojo cerrado y volar ✈️🤭💪🤩",2
Los niños siempre inventábamos cosa yo quería volar y recuerdo que me concentre y cuantas fantasías lindas de niños que ahora ya cada locura tiene su nombre 😁😁,2
Jajaja parece un plancha de biscocho crudo 🤣🤣😂,0
Carla Elena RivSa miralo con mucho detenimiento 😁,2
"Me parece una falta de respeto poner me divierte en un testimonio tan fuerte y real que vivimos en la epoca del Terrorismo.  La señora Maria Elena era de la izquierda, era una buena mujer que lucho junto a las mujeres por el bien de su pueblo, . Fue asesinada😔 y merece respeto.",2
Maria Elena Ponce  😁😁,2
Madre mia mira Norma Elena Rojas ahi estabas😓,2
Tanto que dicen que nadie ve Willax Televisión ya m siento una vidente viendo más allá de lo evidente 🔮🪄,2
RAFAEL LOPEZ 🐷🐷es TIO CARNAL  de PHILLIPS BUTTERS🐽🐽🐽 por eso se le volteo Willax a KEIKO🐖🐖🐖🐖🐖🐖🐖🐷🐷🐷🐷🐷🐷🐷🐷🐽🐽🐽🐽🐽🐽,0
Cómo puedo ver Willax por Facebook please no tengo cable 😭,2
Eso le pasó a Óscar del portal por haber desafiado a Magaly diciendo: Yo amo a mi esposa y no temo a ningun ampay de Magaly 🤣🤣🤣,2
Veo q a la gente no le importa el ampay de vaneza🤣🤣🤣🤣🤣🤣🤣☁️☁️☁️☁️☁️☁️☁️,2
Tiffany 😆😆😆 lo que hace el ampay,2
Ojo por ojo... Ampay público por Ampay publico 😅😂😂,0
Y saldrán muchos ampay cuídense🤣🤣🤣,2
Yo hice arrocito con leche para esperar el Ampay 😌🤣,2
La culpa es magaly si no ampayaba nadie se enterraba 🤣🤣,2
"De hay vienen los  Ampay de su elenco por Magaly y así de poco a poco va decaer  ,lastima lo que sube rápida cae rápido 😏",0
"Axel Ventura Jorge pq su viejo la llamó de donde xd, como tendría celular digo yo y porque estará ahí 🤔",0
