id_slang,slang,text,label,char_count
673,emilio,-¡Animal! -gritó Pluto- ¿Quieres que lo largue otra vez? -¿Por qué? -preguntó Emilio- Yo siempre me declaro así,0,111
75,anda,"¿Siempre andas pensando en Trinidad?, le preguntaba a diario la señora Rosario, y ella sí, también en su hijito",0,111
1237,negro,"Le pasaba su pensión, a Ambrosio le dijo muchas veces hazme recuerdo que tengo que mandarle plata a Rosa, negro",0,111
1050,lonche,"Días después, llamó por teléfono a Joaquín, y los dos acordaron reunirse a tomar lonche en la Tiendecita Blanca",0,111
797,frío,"La cara de Popeye estaba pecosa y granate, Cary se había acurrucado en el asiento como si hiciera un frío polar",0,111
929,hueco,"Tapamos el hueco y le dije al cura, haciéndome el honrao: «Habrá que dale su participación al Estao, según ley»",0,111
661,duro,"Yo, que tovía ando, y el Barreno, que le pusieron así de duro que era, pero que hoy está postrao con reumatismo",0,111
1669,serrano,Estos serranos serían unos ingratos de mierda si no lo reciben con los brazos abiertos dijo el mayor Paredes,0,111
1284,paco,Seguro que el huevas de Paco no ha pagado la cuenta del gas y le han cortado la calefacción dijo Juan Ignacio,0,111
1631,salpica,La sirvienta había olvidado cerrar las cortinas y el cielo era un cuadrado negro salpicado de brillos diminutos,0,111
1860,vale,"No vale la pena, no está mal el señor Vallejo movió la cabeza blanca, lo miró con sus amistosos ojos pálidos",0,111
1876,viejo,¿Y también te parecía un gran hombre ése con el que trabajaste antes de ser chofer de mi viejo? dice Santiago,0,111
1237,negro,"Una hembrita entradora, de ésas que un dice blanco y ellas negro, uno negro y ellas no, blanco dice Ambrosio",0,111
405,chino,"Gentes que entran, comen, ríen, rugen, gentes que se van, y el eterno perfil pálido de los chinos del mostrador",0,111
1960,aguja,"En los remansos, casi ocultos bajo la sombra de las rocas, nadaban, como agujas, unos peces plateados y veloces",0,111
136,bestia,Sus ojos se habían descargado de esa tensión repugnante que lo hizo aparecer como una bestia de sangre caliente,0,111
1619,sacarse el sombrero,"Después de sacarse el sombrero, explicó en alta voz: -Tengo que darles una güena noticia sobre nuestra comunidá",0,111
2115,habla,"¿De lo que tú? A veces horas de horas así se quejó Ambrosio él hablando y yo oyendo, yo hablando y él oyendo",0,111
1227,muni,"Pasó un carro con altoparlantes, Todos al Municipal, Todos con la Coalición, y Ruperto echó un carajo: ya verán",0,111
958,inge,"Agricultura descartada, Ingeniería descartada, la Normal descartada y la Católica no sabemos dijo Washington",0,111
1111,mano,"Melitón gastaba la plata a dos manos, porque no tenía más que dos, que de tener tres con las tres habría gastao",0,111
648,despachada,"Consíguete una morena bien pechugona, bien despachada, y vas a ver cómo se te van todas tus dudas intelectuales",0,111
1046,loco,¿De qué camión habla? ¿Se volvió loco el Ministro? ¿Cinco para romper una manifestación? dijo el Subprefecto,0,111
827,gorra,"Lleva la gorra ladeada con insolencia; mueve la cabeza muy despacio, de un lado a otro, y su sonrisa es burlona",0,111
754,facha,"Ambrosio había comprado pintura y blanqueado la fachada y las paredes, y ella raspado las inmundicias del suelo",0,111
1876,viejo,????????????????????????????? ¡El Viejo! ????????????????? ?????????????????? dije????????????? ????????????,0,111
2115,habla,"No creas que desoigo todo lo que hablas, pero, a lo mejor, si te acepto mucho, me metes en cosa que no convenga",0,111
154,bolero,"¿Amalia sabía bailar? ¿Valses, boleros, huarachas? Amalia sonrió, se puso seria, volvió a sonreír: no, no sabía",0,111
1996,pulser,"Ese domingo estrenó los zapatos de taco que se había comprado recién, y la pulserita que se sacó en una tómbola",0,111
1979,huaman,"Siguieron recibiendo noticias, a diario, del avance de doña Felipa y su acompañante, de su huida hacia Huamanga",0,111
75,anda,"Pero esta vez, en el barrio vacío, el aire me envolvió, y como andaba rápido, pasé por las calles como flotando",0,111
513,cole,"Hacía sol, los Expresos pasaban repletos, hombres y mujeres se disputaban los colectivos en la esquina de Shell",0,111
943,huevos,"Pero no me puedes negar que los gays suelen ser guapos, y las lesbianas, más feas que una patada en los huevos",0,111
2115,habla,"Dejó de hablar sobre sus planes para derrotar a Lleras, del método que iba a emplear para fundirlo y humillarlo",0,111
382,chico,"¿Por qué? Porque un chico churro, pintón, y encima inteligente, como tú, no está para ser maricón, pues, hijo",0,111
1464,planta,"Cuando las paletas ovaladas de los cactos quedaban muy altas, con un golpe de testuz derribaba la planta entera",0,111
1798,toldo,"Cuando las labores finalizaron, la tierra y los arbustos formaban una sola mancha gris bajo un toldo de verdura",0,111
293,carrera,"Ambrosio le iba pasando la blusa, sus medias, sus zapatos y ella se vestía a la carrera, sin mirarlo a los ojos",0,111
1355,pega,"El Jaguar había metido las narices no sé dónde, en Huatica, me figuro, y le habían pegado unas ladillas enormes",0,111
587,cuchi,"Página 76  Para no decepcionar a su padre, Joaquín cerró los ojos y clavó el cuchillo en el vientre del venado",0,111
591,cuero,"Montan en caballos de paso, llevan espuelas de bronce y, siempre, sobre la montura, un pellón de cuero de oveja",0,111
1954,blanca,"Con luz desconocida, la estrella siguió creciendo; el camino de tierra blanca ya no era visible sino a lo lejos",0,111
1111,mano,"En la puerta, Teresa le soltó la mano; se mordió los labios y le-dijo en un susurro: ""no me gusta verte triste""",0,111
298,casero,"Rosendo invitó a los regidores a sentarse en el poyo de barro, les brindó coca de un gran talego casero y habló",0,111
1963,bomba,"Yo la verdad que ya estoy harta, harta, hasta la coronilla, de los apagones y las bombas y los cholos apestosos",0,111
2182,gallina,CARADURA es impactado por los balazos y cae)  HOMBRE:  ¡Muere gallina! (Se van)    (Grita de dolor) Au,0,111
2115,habla,"En este país hay ciertas cosas que no se deben hablar, y nuestra debilidad por los hombres es una de esas cosas",0,111
212,caer,"Tovía se atreve hasta con don Álvaro, con quien naides puede en la provincia, salvo esos Córdovas que ya caerán",0,111
1317,paradero,"Luego, un día, antes de ir al diario se bajó en el paradero del Palacio de Justicia y se presentó en la clínica",0,111
1111,mano,"Repartieron más trago y cigarros, y después periódicos para envolver las cadenas, las manoplas, las cachiporras",0,111
492,cocacola,"Tras pagarle y agradecerle, Joaquín entró a la discoteca, se sentó en la barra y pidió una cocacola sin cafeína",0,111
772,firme,"243  244  ¡Jajayllas balitas! gritó la chichera grande, y se abrazó más firmemente a las piernas del guardia",0,111
459,chup,"Ordóñez era un tipo alto y musculoso, de ojos claros y una cara chupada a la que alargaba más la barba en punta",0,111
75,anda,"Pero sólo dio un pequeño rebote y luego Alberto se lo alcanzó: estaba intacto, sin una sola raspadura y andando",0,111
1876,viejo,"Siempre estaba muy bien peinado y luciendo su viejo terno plomo, al que de tanto escobillar había sacado lustre",0,111
1781,tira,Ya estaba muy arriba cuando sintió que los perros ladraban en el fondo y los hombres tiraban contra él a ciegas,0,111
1695,soli,"A las diez, la avenida Salaverry estaba solitaria, de cuando en cuando pasaba un ruidoso tranvía a medio llenar",0,111
1781,tira,"No está mala la idea, pero ¿se deja o no se deja? A mí me han dicho que Lañas se lo tira cuando está de guardia",0,111
790,fregado,""" Cada vez que me miraba, el Rulos se apretaba las amígdalas, sí compañero, estamos hasta el cogote de fregados",0,111
2287,monse,"Todas las noches rezo un padrenuestro, tres avemarías, un acto de contrición y la estampita de monseñor Escrivá",0,111
790,fregado,"No ponga esa cara, ¿cree que no me doy cuenta que usted se ha fregado por este asunto? Lléveme donde el coronel",0,111
2176,flaco,""" ""Bueno, decía el flaco Higueras; ¡chino, dos cortos!"" Y después me daba una palmada: ""cuidado te emborraches",0,111
258,cantar,¿ya puedo fumar mi tola? (Todos ríen y vuelven a cantar la polka característica de la U)  ESCENA 6 (Restaurante,0,111
630,de vuelta,"Los comuneros, de vuelta a su lugar, sentábanse formando pequeños grupos y el recipiente pasaba de boca en boca",0,111
1299,palo,Diez hombres le echaban pintura con unos hisopos de pellejos amarrados en el extremo de largos palos de manguey,0,111
513,cole,"Yo tampoco creía que se robaban los exámenes, que había bandas de ladrones, que metían al colegio naipes, licor",0,111
332,chamo,Yo soy un hombre de honor y no permitiré que mi nombre sea manchado afirmó el general Chamorro con violencia,0,111
2291,papa,"Una mañana estaba tomando sus clases de golf aquí en el club y pum, cuerpo a tierra, cayó como un saco de papas",0,111
1427,pinga,"Entonces, como quien no quiere la cosa, me preguntó si alguna vez había visto una pinga tan grande como la suya",0,111
1025,lanza,"Ellas lanzaban un' chillido y ellos un largo y golpeado grito, alejándose a un tiro de piedra con vuelo rasante",0,111
636,depa,"Te voy a enseñar una cosa que solo les enseño a mis amigos le dijo a Joaquín, cuando entraron al departamento",0,111
9,misio,"Carmona, a propósito, le contaba del tiempo en que estuvo con el gringo Mc Kenzie, misionero entre los aguarunas",0,112
1968,causa,"Para que se viera su causa debían ser trasladados a Piura, donde estaba la jefatura de la Zona Militar del Norte",0,112
797,frío,"Me quedé frío al verla bajar la correa que ya tenía levantada, tirarla al suelo y decir una lisura entre dientes",0,112
2176,flaco,"Se sentó en la cama, encendió la radio del velador, un vals de Felipe Pinglo, pasos, el flaco: ya estaba, pecoso",0,112
1505,punto,"Él bebe la chicha con serenidad, ofrendando hacia los cuatro puntos del horizonte y llamando al tiempo como juez",0,112
529,comba,"Yo no he combatido en Waterloo, pero todos los días combato en el water, pues tengo un problema de estreñimiento",0,112
636,depa,"Ahorita debe estar en la piscina de Key Colony, donde nosotros tenemos el departamento, cáete cuando quieras, ah",0,112
382,chico,"Oyó vagamente que decían: «échale más agua» y el agua, como un chicotazo helado, cayó sobre su cabeza y su pecho",0,112
283,cargo,"De cierto, en ese caserío lento, su caminar personal y el del tiempo no se apresuraban mucho para darle el cargo",0,112
2178,forro,"Alberto subió a su cuarto, se echó en la cama, distraídamente fue haciendo garabatos en los forros de sus libros",0,112
513,cole,"Como otras veces, me dirigí rápido al Colegio con la fantástica esperanza de encontrarlo, sonriendo en la puerta",0,112
2149,chaveta,"Estarás pensando que soy un perro que le roba hasta su hijo, que le saca chaveta hasta su hijo dijo Trifulcio",0,112
893,hermano,"Joaquín va a ser un hombre con los huevos bien puestos, y no un maricón como tu hermano Micky dijo Luis Felipe",0,112
2176,flaco,"Me vas a disculpar, flaco, pero tengo que echar una meada, y no hay cosa más rica que orinar en el fresco dijo",0,112
1235,negociado,"¿Vinieron como perros a lamerte las manos, a pedirte recomendaciones y a proponerte negociados? dijo Bermúdez",0,112
2236,tranqui,"En cambio, el padre de éste (y me dio un manazo) era tranquilo, un hombre de su casa, todo lo contrario del otro",0,112
23,cintura,Hila con ágiles dedos el gran copo de lana que lleva sujeto a la rueca engarzada en la faja que rodea su cintura,0,112
1928,yegua,"Cada uno poseía una yegua negra y dio la coincidencia de que ambas tuvieron, casi al mismo tiempo, crías iguales",0,112
2176,flaco,"El flaco ya las conocía, no sé cómo, y me explicaba la manera de entrar, por el techo, la chimenea o una ventana",0,112
1709,suave,"Sonreía, su voz era suave, movía la mano, parecía que arrastrara una muleta y el toro pasara besándole el cuerpo",0,112
2115,habla,Algunos comuneros despiertos miraban la candelita de Rosendo y decían: -No será de las cosechas que hablan tanto,0,112
529,comba,Con Ordóñez habían terminado las deudas y todos estaban satisfechos aunque exhaustos por las fatigas del combate,0,112
435,cholo,"Y cholos e indios miraban a los participantes, comentando la velocidad de los caballos y el vigor de los jinetes",0,112
2289,paja,"Llevaban rebozos de Castilla con ribetes de seda, sombreros de paja blanqueados y cintas anchas de colores vivos",0,112
1631,salpica,Queta abrió los ojos y se enderezó en la tina: Robertito se limpiaba unas gotas que habían salpicado su pantalón,0,112
988,jodido,"Te voy a emborrachar dijo, haciendo una mueca, tendrás el cuerpo tan jodido que no podrás pensar en otra cosa",0,112
2141,cana,"A Landa estos trajines electorales lo han rejuvenecido, pero a mí me han sacado canas dijo el senador Arévalo",0,112
2211,pavo,"Lorenzo Medina fue perseguido y apresado y Benito alcanzó a meterse en el «Huasco», de pavo, y cayó en Salaverry",0,112
1721,taco,"Giró e hizo chocar los tacones: el mayor revisaba el parte, movía los labios y su frente se plegaba y desplegaba",0,112
988,jodido,"Yo sabía que si todos se dedicaran a ser inteligentes y a dudar, el Perú andaría siempre jodido dijo Santiago",0,112
1876,viejo,"Yo lo hubiera hecho; pero el Viejo seguía predicando, con palabras selectas, como tratando de abrumar a mi padre",0,112
1237,negro,"Por su parte, la curandera Nasha Suro recetaba los enjuagatorios de orines de buey negro para el dolor de muelas",0,112
1876,viejo,"-Bueno, bebamos otro whisky -dijo un periodista El viejo rió: -Ah, aura son ustedes los que quieren otro güisqui",0,112
382,chico,¿No te acuerdas cómo tenía que insistir la mamá para que fuera a fiestas de chico? De chico se rió don Fermín,0,112
1778,tinterillo,Err:501,0,112
257,canillita,"En la angosta callecita la gente entraba a las tiendas, el sol no calentaba, unos canillitas voceaban periódicos",0,112
1697,sopa,"El Manco, había sancochado papas para dar variedad a la comida, que se repetía en cuanto a la sopa y las cecinas",0,112
1954,blanca,Su cabeza blanca fulgió un tanto enrojecida por las luminarias como las sienes del Urpillau por el sol del ocaso,0,112
232,callejón,"Pero a la mañana siguiente entró un muchachito al callejón: Trinidad López estaba en el San Juan de Dios, señora",0,112
187,cacha,"El padre sentaba a Teresa en sus rodillas y le decía con salvaje alegría: ""mira, esto es mejor que el cachascán""",0,112
382,chico,"Yo gritó Ramiro Cruchaga, un chico bajo, de pelo enrulado, y corrió a la carpa donde había entrado don Armando",0,112
1960,aguja,"Sintió nuevamente la tierra en sus espaldas y al volverse a mirar, sus ojos ardieron como punzados por una aguja",0,112
382,chico,"Los chicos invadieron el jardín, pisotearon las rosas y las otras flores para llegar primero junto a la glorieta",0,112
1876,viejo,"El burro era viejo y peludo, muy lerdo, y tuvieron que montar los dos, porque Melba no conseguía mantenerle sola",0,112
548,concha,"Las conchas fueron abiertas y colocadas a lo largo y ancho del muro, como en un azafate de cuatro o cinco metros",0,112
1954,blanca,"Veinte dólares dijo Joaquín, mostrándole el billete que le había dado Micky en el baño de la Tiendecita Blanca",0,112
61,ahorita,Ahorita se te puede escapar una balaTú has comprado el fierro para cuidarte no para comportarte como un cojudo,0,112
1355,pega,"¿Ese es Ambrosio? Para qué le pegas si lo has dejado medio locumbeta, para qué si ya lo soñaste dijo Ludovico",0,112
1392,pesado,Su madre oiría aullidos cuando lo tuvo en su vientre se criaría en algún lugar pesado donde los perros sufrían,0,0
570,correrse la paja,¿Acaso tú crees que don Armando nunca se ha corrido la paja? Los curas no pueden correrse la paja dijo Felipe,0,112
1111,mano,"Su novio era un contrabandista de aguardiente, cerdón; de manos enormes y callosas, color de muerto, en la palma",0,112
1450,pita,""" ""Con tal que no se haya muerto también"", murmuró Pitaluga, haciendo un gesto al brigadier para que lo siguiera",0,112
1441,piraña,"tú eres un caballerazo, pero hay otras pirañas que me sangran, como el desalmado de matías, que es tan agarrable",0,112
1111,mano,"Hace dos días que está sin cigarrillos, pero sus manos repiten el gesto, mecánicamente, cada vez que desea fumar",0,112
1423,pija,"Ese vértigo de ternura al verla con su pijama amarillo, piensa, pálida y peinándose apresuradamente al entrar él",0,112
1074,maduro,"Densos y maduros estaban los trigos, clavados en la gran chacra de la ladera como dardos disparados desde el sol",0,112
591,cuero,"Había varios sillones de cuero, dispuestos en círculo; el capitán ocupó el que estaba junto a una lámpara de pie",0,112
610,dañar,¿Qué se iba a dañar? Tenía el pecho sano y sabía ser mujer de su casa y su trabajo sin meterse onde no le tocaba,0,112
299,cashi,"El día 14, aparecen en la orilla cuatro cashibos, los que hacen ademanes y señas amistosas a los expedicionarios",0,112
1964,botar,"El Señor nos enseñó a poner la otra mejilla, pero también a botar a latigazos a los mercaderes del templo dijo",0,112
1237,negro,"Iban al «Negro Negro» dos o tres veces por semana, mientras el diario estuvo en el viejo local de la calle Pando",0,112
1046,loco,"TYSON llora un rato más y luego saca la mano de OCTAVIO, lentamente)  EL BURRO:  Si quieres te doy mi parte loco",0,112
1111,mano,"¿Qué te pasa? A mí nada, papá que hubiera cerrado las manos de golpe, Carlitos, o cambiado de cara un segundo",0,112
1477,polla,Pero un tipógrafo acertó un domingo nueve de los diez caballos ganadores y obtuvo los cien mil soles de la Polla,0,112
2103,chicha,"Pero si recién es temprano y el plan es ir a comer chicharrones a Lurín cuando amanezca dijo Tati, sorprendida",0,112
1876,viejo,"La última vez que tu papá me trajo aquí, esto estaba lleno de viejos dijo Maricucha, acomodándose el sombrero",0,112
2299,sapo,Los cuchillos fulgían dando tajos de luz mientras el Sapo saltaba dando vueltas y Doroteo lo medía temerosamente,0,112
261,caña,"¿Has visto que las nubes se ponen como melcocha, sobre los cañaverales? Pero el canto del zumbayllu los traspasa",0,112
1871,verde,"Las escuadrillas vibrátiles evolucionaban y luego planeaban: las azules sobre el trigo, las verdes sobre el maíz",0,112
2299,sapo,"El sapo se puso a cantar, indiferente a todo, seguro del triunfo y mientras tanto la garza se comió a la cigarra",0,112
1279,pacha,El motín    Los ríos profundos  José María Arguedas  La voz del Markaska era como la del Pachachaca irritado,0,112
2219,polvo,"Las piedras bajan arrastrando a otras con ellas, descuajando arbustos, levantando polvo, indetenibles y mortales",0,112
317,chacal,"  ¿Qué decía tu polo?  MISTERIO:  Tú eres mi vida, pasión y muerte    Si te doy el billete",0,112
2115,habla,"¡Señoray, rimakuskayki! (¡Déjame hablarte, señora!) insistí, muchas veces, pretendiendo entrar en alguna casa",0,112
1374,peña,"Naturalmente que los totorales que daban a las peñas se secarían en parte, pero eso no tenía mayor  importancia",0,112
1748,taza,El teniente indicó a uno de los soldados que preparara café y preguntó a Gamboa si quería una taza éste asintió,0,0
2236,tranqui,"El Rulos por probarlo se le acercó a pedirle una novelita y él le dijo: ""ya no hago novelitas, déjame tranquilo""",0,112
2236,tranqui,"Como esa calle hay paredes que labraron los ríos, y por donde nadie más que el agua camina, tranquila o violenta",0,112
887,hato,En el trajín de conducir el hato solía encontrarse con la Rosacha y ambos veían que los indios araban a lo lejos,0,112
2209,pájaro,"Más allá de las riberas, a un lado y otro, crecían altas y tupidas fajas de monte donde cantaban pájaros alegres",0,112
1129,maricón,"Cuando me muera, no te voy a dejar un centavo, por maricón le dijo Luis Felipe, y cargó la maleta de su esposa",0,112
1237,negro,"Quizá me llevaría lejos, adentro de la montaña; quizá me convertiría en un pato negro o en un pez que come arena",0,112
846,guarda,Afuera estaban los guardaespaldas esperando y el hacendado cabalgó y se dirigió a la casa que tenía en el pueblo,0,112
846,guarda,Los colonos    Los ríos profundos  José María Arguedas  Se puso de pie y fue a guardar la castilla en la cocina,0,112
1876,viejo,"El viejo    Los ríos profundos  José María Arguedas  Se da ese nombre, en quechua, a las rajaduras de las rocas",0,112
1111,mano,-¿Mujer de Condorumi? -la aludida extendió las manos y él se lo entregó diciendo-: Manda su marido pa los gastos,0,112
1111,mano,Err:509,0,112
513,cole,"Los colegiales de años superiores también paseaban en largas filas, detrás de las alumnas del Colegio de mujeres",0,112
58,achicar,"Le hizo adiós desde la ventanilla y lo estuvo mirando, viéndolo achicarse a medida que el tranvía lo dejaba atrás",0,113
846,guarda,"Gamboa sacó la carta que tenía en su cartera, la tuvo unos segundos en la mano y la volvió a guardar, sin abrirla",0,113
2316,pata,"En cambio a mí Becerrita me ladró escribe usted con las patas, se queda sólo porque ya me cansé de tomar exámenes",0,113
2035,pisco,"Y agazapado sobre una mesa, bebiendo pisco a sorbos breves, Gaudencio, el que les quita el apetito en el restorán",0,113
75,anda,"Un momento después se abrió la puerta: reconoció sus rizos rubios, su cara lampiña y sonrosada, su andar elástico",0,113
95,arroz,"uno será medio gay pero tiene su orgullo, corazón, así que, caballero nomás, si me tiras arroz, me quito, mariano",0,113
893,hermano,"Ya me había trompeado en el colegio y peleaba muy bien, de chico mi hermano me enseñó a usar los pies y la cabeza",0,113
788,franco,"Que en tu día franco te llamen, el avión sale a las cinco se volvió a mirar a Ambrosio y a Amalia con angustia",0,113
1607,roto,Héctor: los contactos con el Comité de huelga tranviario se habían roto desde la ocupación policial del sindicato,0,113
772,firme,"¿Que tu patrón es ahora también el dueño de esto? Qué voy a saber yo murmuró él; e insistió, con suave firmeza",0,113
771,filtrar,"Algo se filtraría, el cholito de Bermúdez se aprovechó de ti para darme a entender que sospechaba algo, que sabía",0,113
1464,planta,"¿Qué mierda haces aquí? dijo el hombre, plantado ante el sambo, los puñitos cerrados como si fuera a golpearlo",0,113
2115,habla,"Si no le da la gana de hablar conmigo, publicaré su nombre en primera página y tendrá que hablar con los soplones",0,113
1505,punto,"Una vez, se hallaban a punto de volver, pero se encontraron en un camino con Adrián Santos, que se iba a la costa",0,113
2316,pata,Hasta doce venados marchaban en grupo sin contar a varios recentales que aparecían y desaparecían entre las patas,0,113
84,aparato,"La seguimos dijo la China, bostezando aparatosamente; se derrumbó a los pies de la cama y se quitó los zapatos",0,113
2307,troncho,"Llegando al departamento, se echaron en la cama de agua de Alfonso y prendieron un troncho para relajarse un poco",0,113
2000,solano,"En estos momentos está mentándoles la madre a Espina, a Solano, a Quispe y a Obando dijo el comandante Paredes",0,113
914,huamán,"Yo había estado contra la idea de la huelga por las mismas razones que expuso Huamán, un aprista dijo Santiago",0,113
2115,habla,"Por eso no había ido a la Maternidad, ése era el crimen de que hablaban en la radio, y a ella la estaban buscando",0,113
1536,quinua,"Echarían quinua por cierto sitio de más allá, donde la tierra también triunfaba, en un largo espacio del roquerío",0,113
2305,tono,"Una vieja mujer -sabía que era vieja por el tono de su voz- lo curaba, pero después nadie solía preocuparse de él",0,113
2316,pata,"¿No le dio una pataleta con tu fuga? Lloraría a mares, supongo, pero tampoco ella fue a buscarme dijo Santiago",0,113
75,anda,Era un hombre fuerte y valiente que siempre andaba por el riñón del bosque en los trajines de la caza y la guerra,0,113
1876,viejo,"¿Tú te atreverías a contarles a tus viejos que eres homosexual? preguntó Joaquín, en el avión de regreso a Lima",0,113
1111,mano,"201 Al terminar, el juez dio una prueba de benevolencia poniéndose de pie y, colocándole una mano sobre el hombro",0,113
2152,china,"Entre ellos un tal Chirinos, azambado el maldito, que era carero como él solo y acostumbraba abusar de las chinas",0,113
513,cole,"Que lo deje en paz para siempre ¿ve?  Había seguido de colectivero sólo tres semanas más, lo que duró la carcocha",0,113
2237,viejos,"Con silencio y tranquilidad de selva están envueltos, desde los más viejos tiempos, los grandes dramas amazónicos",0,113
1738,tanta,"¿De dónde habían salido tantas jóvenes elegantes, señoras y caballeros? Los habrían hecho llamar de las haciendas",0,113
513,cole,"La calle transversal directa, de la plaza a la carretera de Patibamba, quedaba a menos de cien metros del Colegio",0,113
1066,machete,"En determinado momento, sacaron de entre los haces los machetes y los rejones que ocultaban y se entabló la lucha",0,113
513,cole,"Las colegialas ya no llevaban uniforme; reconocí a algunas; ahora tenían más presencia, cual verdaderas señoritas",0,113
1274,ordinario,García abandonó la sala del Juzgado con la cara más roja que de ordinario y la frente sudorosa debido al esfuerzo,0,113
636,depa,"Fueron a un centro comercial, compraron raquetas, pelotas de tenis y ropa deportiva, y regresaron al departamento",0,113
1111,mano,Vásquez se llevó la mano al revólver y estuvo atisbando a los jinetes hasta que se perdieron tras la curva lejana,0,113
511,cola,"Los tranvías son rápidamente cubiertos por los cadetes; prudentes, los civiles aceptan ser desplazados en la cola",0,113
275,carajo,"Y el Jaguar dijo: ""se nos van a echar encima sin importarles un carajo que las tribunas estén llenas de generales",0,113
2294,plata,"Pero usted qué me va a estar regalando de su plata, niño tenía los cachetes colorados, miraba al flaco confusa",0,113
1738,tanta,"Cuando seas viejo, te vas a arrepentir de haberle dado tantas bofetadas al Altísimo dijo ella, y bajó del carro",0,113
1111,mano,"Ni siquiera nos revolcamos, ahí mismo estuve montado sobre él, dándole en la cara que se tapaba con las dos manos",0,113
1669,serrano,"Si todos los serranos van a la Plaza y la cosa sale bien hay trescientos soles para ti, Calancha dijo Ludovico",0,113
647,desenchufar,"Rápido, rápido, Santiago estiraba el cubrecama y Popeye corrió a desenchufar el tocadiscos, sal del cuarto idiota",0,113
1253,nota,Los bejucos y lianas tejen grandes mallas y las palmeras ponen una nota de gracia en el vasto mundo congestionado,0,113
2176,flaco,"Mira, flaco, estás con suerte, te voy a vender la de mi consumo personal, pero te sale a cuarenta locos el falso",0,113
174,burro,El Cayo Shirana encontró un burro muerto por el león en los potreros y llegó a la casa-hacienda demandando veneno,0,113
510,cojudez,"A mí me parece una cojudez esto de subir cerros le dijo Joaquín a Juan Manuel Zegovia, mientras subían el cerro",0,113
288,caro,"Fui al banco y después pasé por aquí para hacer un par de llamadas a Lima, porque del hotel sale el doble de caro",0,113
2152,china,"Sólo para demostrar que no es como los demás, acabará casándose con una negra, china o india se rió el Chispas",0,113
587,cuchi,"Pero Doroteo estaba ya muy diestro en el cuchillo y Condorumi era un toro, de modo que ocultaba sus discrepancias",0,113
1876,viejo,"Yo en cambio, así viejo como me ves, ¿sabes cuánto aguanto? Media hora como si nada, media hora un polvo promedio",0,113
212,caer,El coronel en persona me encarga advertirles que las consecuencias de cualquier indiscreción caerán sobre ustedes,0,113
2115,habla,"Cuando no esté tu mami en el cuarto, llámame para hablar con calma ¿ya? ¿Me quieres? Yo también te adoro, mi vida",0,113
1695,soli,Clemente Yacu informó al recién llegado con toda la solicitud que merecía un hijo del viejo alcalde Rosendo Maqui,0,113
1111,mano,"El pampachirino levantó a Valle; inmediatamente le sacudió el polvo de la ropa, mientras lo sostenía con una mano",0,113
572,cortado,"Llegamos a la sombra de un precipicio alto, cortado a pico en la roca; entramos en la oscuridad como a un refugio",0,113
2126,algodón,Comenzaban a caer las pastillas y ellas tenían que acomodarlas en los frascos y poner encima pedacitos de algodón,0,113
543,compu,"La señora Zoila se limpió los ojos con el pañuelo y el tío Clodomiro se inclinó hacia ella, compungido y solícito",0,113
2291,papa,"Semilla de papas tenían, que las cultivaron al otro lado, en las faldas situadas más arriba de la chacra de trigo",0,113
243,campana,"Pensé que esas campanas debían de ser illas, reflejos de la María Angola, que convertiría a los amarus en toros",0,113
258,cantar,"De pronto, la mañana se disparó en flechas de oro desde las cumbres a los cielos y los pájaros rompieron a cantar",0,113
1889,vivo,"Habían sido unos días agitados y laboriosos, Zavalita, te sentías interesado, desasosegado, piensa: vivo otra vez",0,113
1876,viejo,"El viejo tenía los ojos perdidos en la noche, vagando de estrella en estrella y a ratos los volvía hacia su mujer",0,113
258,cantar,"Sólo cuando los pájaros rompieron a cantar, se dio cuenta de que aún vivía y de que una nueva mañana iba a llegar",0,113
1876,viejo,Quiero conservarlo porque ese lazo me lo dio el viejo Rosendo cuando me dejó ir por primera vez al rodeo de Norpa,0,113
290,carpeta,Apoyé mis brazos y la cabeza sobre la carpeta  con el rostro escondido me detuve a escuchar ese nuevo sentimiento,0,0
2289,paja,"Durante las noches, grupos de comuneros hacían fogatas con porciones de paja venteada y en ellas asaban chiclayos",0,113
1894,vuelta,"Dieron la vuelta y se quedaron marcando el paso frente al batallón, a pocos metros del coronel y de los tenientes",0,113
1858,vago,"Mejor, la política era para los vagos, no para la gente de trabajo, el Teniente lo buscaba por un asunto personal",0,113
382,chico,"Qué chico es el mundo, ¿qué haces por aquí? Joaquín volteó y se encontró con su tía Rosita, una amiga de su madre",0,113
1860,vale,Luego se extendieron en largos comentarios melancólicos sobre la desgraciada y elemental personalidad de Valencio,0,113
1669,serrano,"Haber elegido a este provinciano frustrado y sin experiencia para ser tu brazo derecho, es todo un honor, Serrano",0,113
673,emilio,"¿Molina? ¿Qué pasó, Molina, dónde diablos se metió usted? Ellos tampoco son tan tontos dijo don Emilio Arévalo",0,113
382,chico,"La llenaron de agua caliente, entraron con cuidado, se sentaron en la tina y el chico abrazó a Joaquín por detrás",0,113
1864,vara,"El Mágico cayó diez varas más adentro, con golpe sordo, y en la blanda gleba que había allí se hundió rápidamente",0,113
1857,vacilar,"Había visto a Aída descruzar los brazos, detenerse, vacilar, buscar la banca más próxima, la había visto sentarse",0,113
1228,muñeca,"Todo le gustaba: la quinta parecía de muñecas, las casas coloraditas tan igualitas, todo tan chiquito, tan bonito",0,113
